symbol	length	Control_D0	Control_D1	APOBEC3C_D0	APOBEC3C_D1
ENSG00000229036.3	1220.02	4.00	5.00	9.98	2.00
ENSG00000229043.2	1272.24	20.00	27.00	56.00	63.00
ENSG00000229056.2	1234.15	34.00	47.00	96.00	103.00
ENSG00000229057.1	734.00	0.00	0.00	0.00	1.00
ENSG00000229065.1	529.00	0.00	1.00	0.00	1.00
ENSG00000229083.1	686.00	0.00	0.00	0.00	0.00
ENSG00000229089.2	3863.33	0.00	0.00	0.00	0.00
ENSG00000229097.1	440.00	1.00	0.00	2.00	6.00
ENSG00000229117.4	479.31	9537.99	8590.04	6663.64	10767.77
ENSG00000229119.3	295.00	7.61	5.46	6.86	19.71
ENSG00000229124.2	1351.00	0.00	1.00	5.00	6.00
ENSG00000229127.1	2199.00	16.00	33.00	34.00	36.00
ENSG00000229132.2	1216.00	18.00	12.79	27.70	39.06
ENSG00000229146.1	829.00	0.00	0.00	0.00	0.00
ENSG00000229152.1	380.00	45.00	59.00	25.00	48.00
ENSG00000229153.1	979.07	3.00	5.00	5.00	3.00
ENSG00000229155.1	702.00	1.00	0.00	0.00	4.00
ENSG00000229161.2	1610.00	2.00	0.00	0.00	0.00
ENSG00000229167.1	591.00	13.00	7.00	10.00	11.00
ENSG00000229178.1	1684.00	0.00	2.00	1.00	5.00
ENSG00000229180.4	7092.00	139.00	156.00	160.00	194.00
ENSG00000229186.3	2417.74	27.00	34.00	47.00	52.00
ENSG00000229191.1	2996.50	1.00	0.00	0.00	0.00
ENSG00000229195.1	372.00	0.00	0.00	0.00	0.00
ENSG00000229204.2	482.00	2.00	3.00	0.00	3.00
ENSG00000229212.3	2525.00	92.00	73.42	39.19	47.33
ENSG00000229214.1	2418.00	6.00	26.00	20.00	34.00
ENSG00000229221.1	934.00	0.00	0.00	1.00	0.00
ENSG00000229222.1	1288.00	5.00	7.00	3.00	4.00
ENSG00000229227.4	638.83	6.00	2.00	3.00	6.00
ENSG00000229236.1	1628.00	4.00	3.00	4.00	5.00
ENSG00000229241.1	2315.00	0.00	0.00	0.00	0.00
ENSG00000229267.2	1909.00	3.00	6.00	5.00	4.00
ENSG00000229273.1	458.00	0.00	0.00	0.00	0.00
ENSG00000229278.1	303.00	0.00	0.00	0.00	1.00
ENSG00000229292.1	908.00	6.35	4.05	8.93	10.15
ENSG00000229299.2	464.00	2.00	2.00	2.00	7.00
ENSG00000229305.1	1075.00	1.00	3.00	0.00	1.00
ENSG00000229314.4	802.78	2142.54	2413.65	2310.23	3106.54
ENSG00000229320.3	1315.26	22.00	27.00	30.00	30.00
ENSG00000229325.1	690.00	2.00	1.00	5.00	2.00
ENSG00000229326.2	229.04	0.00	0.00	0.00	3.00
ENSG00000229331.1	397.00	1.00	5.00	0.00	2.00
ENSG00000229334.1	972.00	1.00	0.00	2.00	1.00
ENSG00000229344.1	682.00	5.00	4.00	3.03	3.03
ENSG00000229348.1	545.00	1.00	1.00	0.00	1.00
ENSG00000229356.1	784.00	2.00	3.00	2.00	0.00
ENSG00000229358.3	2594.00	72.15	88.00	73.32	82.99
ENSG00000229368.1	527.00	2.00	2.00	1.00	4.00
ENSG00000229387.2	510.00	1.00	0.00	0.00	3.00
ENSG00000229388.1	656.00	0.00	0.00	0.00	0.00
ENSG00000229390.1	813.00	2.00	0.00	0.00	0.00
ENSG00000229404.1	2685.00	0.00	2.00	4.00	5.00
ENSG00000229419.1	6232.00	60.43	90.31	131.46	88.03
ENSG00000229420.1	427.00	0.00	0.00	0.00	1.00
ENSG00000229422.1	625.00	0.00	0.00	1.00	0.00
ENSG00000229425.1	1000.00	32.00	23.00	82.00	87.00
ENSG00000229427.1	950.00	0.00	1.00	0.00	1.00
ENSG00000229447.2	437.00	1.00	1.00	0.00	1.00
ENSG00000229472.1	230.00	0.00	0.00	0.00	1.00
ENSG00000229473.2	553.00	1.00	0.00	0.00	0.00
ENSG00000229474.2	946.71	3.00	3.00	8.00	5.00
ENSG00000229484.1	438.00	0.00	1.00	0.00	1.00
ENSG00000229503.1	477.00	2.06	3.09	1.02	1.03
ENSG00000229525.1	1598.00	8.00	4.00	2.00	8.00
ENSG00000229539.1	441.00	0.00	3.00	5.00	5.00
ENSG00000229563.2	1917.67	0.00	0.00	0.00	0.00
ENSG00000229569.1	2018.00	0.00	0.00	0.00	0.00
ENSG00000229585.4	472.00	1.00	0.00	0.00	0.00
ENSG00000229587.2	670.00	0.00	2.00	0.00	0.00
ENSG00000229589.1	2517.00	46.00	80.00	71.00	103.00
ENSG00000229591.1	673.00	2.00	1.00	0.00	0.00
ENSG00000229605.4	489.00	0.00	0.00	0.00	1.13
ENSG00000229619.3	2155.99	5.00	2.00	10.00	15.00
ENSG00000229622.1	1142.00	0.00	0.00	0.00	0.00
ENSG00000229623.1	635.00	0.00	0.00	0.00	0.00
ENSG00000229628.1	532.00	1.00	1.00	2.00	0.00
ENSG00000229638.1	1284.00	100.88	124.56	127.70	147.02
ENSG00000229644.4	2514.00	79.45	67.76	51.54	50.56
ENSG00000229645.4	2822.00	274.00	262.00	170.00	225.00
ENSG00000229656.2	1041.00	1.00	1.00	4.00	9.00
ENSG00000229659.1	438.00	1.00	2.00	0.00	2.00
ENSG00000229666.1	777.00	0.00	1.00	0.00	7.00
ENSG00000229677.1	551.00	1.00	1.00	0.00	0.00
ENSG00000229692.3	972.22	39.00	45.00	25.00	35.00
ENSG00000229704.1	982.00	0.00	0.00	0.00	0.00
ENSG00000229719.2	1781.00	6.00	3.00	0.00	1.00
ENSG00000229727.2	469.00	1.00	1.00	3.00	1.00
ENSG00000229728.1	480.00	7.00	4.00	4.00	14.00
ENSG00000229729.3	919.29	40.00	25.00	19.00	34.00
ENSG00000229740.1	447.00	11.00	10.00	5.00	9.00
ENSG00000229750.1	497.00	0.00	1.00	0.00	2.00
ENSG00000229754.1	1788.50	0.00	2.00	0.00	0.00
ENSG00000229766.2	981.33	1.00	1.00	1.00	0.00
ENSG00000229794.2	1084.00	0.00	0.00	0.00	1.00
ENSG00000229795.2	247.00	1.00	0.00	1.00	1.00
ENSG00000229807.5	19275.00	7.00	14.00	15.00	19.00
ENSG00000229808.1	1364.00	12.00	5.00	1.00	4.00
ENSG00000229809.4	837.07	17.00	11.00	23.00	28.00
ENSG00000229816.1	2400.00	11.03	15.02	9.00	11.00
ENSG00000229820.2	394.00	0.00	0.00	0.00	0.00
ENSG00000229827.1	376.00	0.00	1.00	1.00	0.00
ENSG00000229833.5	575.04	191.18	175.64	149.57	241.00
ENSG00000229839.2	1684.00	0.00	0.00	1.00	1.00
ENSG00000229848.1	783.00	0.00	1.00	4.00	1.00
ENSG00000229867.1	3218.00	0.00	0.00	1.00	0.00
ENSG00000229873.1	668.00	17.00	17.00	17.00	37.00
ENSG00000229874.2	758.00	3.34	3.85	2.25	13.36
ENSG00000229891.1	799.00	0.00	2.00	0.00	0.00
ENSG00000229893.1	859.00	0.00	0.00	0.00	3.00
ENSG00000229894.2	1947.00	5.20	7.37	3.11	0.00
ENSG00000229896.2	548.32	6.00	9.00	6.00	6.00
ENSG00000229912.1	600.00	0.00	0.00	0.00	0.00
ENSG00000229917.2	740.00	1.00	2.00	1.00	0.00
ENSG00000229920.2	768.00	0.00	1.00	1.00	2.00
ENSG00000229927.2	556.00	46.07	44.30	40.47	63.66
ENSG00000229931.1	624.11	36.00	33.00	34.00	62.00
ENSG00000229932.2	738.00	0.00	3.96	2.04	2.05
ENSG00000229944.2	1329.00	254.47	243.80	225.64	331.08
ENSG00000229951.1	2894.15	27.00	16.00	12.00	20.00
ENSG00000229952.1	439.00	0.39	4.00	0.00	7.00
ENSG00000229953.1	758.00	41.00	38.00	35.00	111.00
ENSG00000229956.5	783.00	2.00	1.00	5.00	2.00
ENSG00000229980.4	1305.21	47.00	28.00	33.00	56.00
ENSG00000229991.1	956.00	0.00	0.00	1.00	0.00
ENSG00000229992.1	583.00	0.00	0.00	0.00	1.00
ENSG00000229994.1	886.00	4.29	3.22	1.11	3.74
ENSG00000230002.2	2107.00	17.00	15.00	8.00	23.00
ENSG00000230006.3	1897.14	0.00	0.00	1.00	0.00
ENSG00000230021.3	458.47	7.35	8.07	2.52	11.01
ENSG00000230023.2	1849.00	0.00	0.00	0.00	0.00
ENSG00000230042.1	664.00	4.00	2.00	4.00	4.00
ENSG00000230055.2	1080.81	258.00	207.00	198.00	410.00
ENSG00000230058.1	444.00	2.00	0.00	0.00	0.00
ENSG00000230067.3	1683.00	0.00	1.13	1.01	2.25
ENSG00000230068.2	692.00	2.00	0.00	1.00	1.00
ENSG00000230069.3	1355.00	6.00	3.00	2.00	2.00
ENSG00000230071.2	1304.00	6.00	8.00	3.00	4.00
ENSG00000230074.1	665.00	11.00	12.00	10.00	6.00
ENSG00000230082.1	614.00	2.00	6.00	10.00	9.00
ENSG00000230084.1	473.00	0.00	0.00	1.00	1.00
ENSG00000230091.2	2371.84	3.00	2.00	6.00	5.00
ENSG00000230092.3	523.00	1.00	0.00	1.00	0.00
ENSG00000230098.1	472.00	2.00	1.00	0.00	3.00
ENSG00000230102.3	793.56	0.00	0.00	0.00	0.00
ENSG00000230105.1	713.00	0.00	0.00	0.00	0.00
ENSG00000230121.1	714.00	0.00	0.00	0.00	0.00
ENSG00000230124.2	2622.07	68.00	81.00	106.00	118.00
ENSG00000230131.1	831.00	1.00	5.00	1.00	1.00
ENSG00000230146.1	1176.00	0.00	0.00	0.00	0.00
ENSG00000230149.2	527.00	2.00	6.00	0.00	7.00
ENSG00000230154.1	917.00	0.00	0.00	0.00	0.00
ENSG00000230176.2	697.00	3.00	1.00	1.00	0.00
ENSG00000230177.1	557.00	5.00	12.00	7.00	15.00
ENSG00000230178.1	995.00	2.33	1.67	0.75	2.33
ENSG00000230183.3	1449.00	0.00	1.02	0.00	1.02
ENSG00000230185.4	607.97	2.00	4.00	3.00	4.00
ENSG00000230189.2	712.02	10.00	12.00	36.00	22.00
ENSG00000230195.1	879.00	0.00	0.00	0.00	0.00
ENSG00000230202.1	474.00	113.60	117.12	72.65	123.66
ENSG00000230207.1	1276.00	21.02	19.07	25.96	28.46
ENSG00000230212.2	690.00	0.00	1.00	0.00	0.00
ENSG00000230224.1	825.00	0.00	0.00	0.00	0.00
ENSG00000230225.1	1267.00	0.00	0.00	0.00	0.00
ENSG00000230251.1	837.00	0.00	2.00	0.00	0.00
ENSG00000230259.2	2147.00	249.00	342.68	493.00	793.25
ENSG00000230267.3	984.27	14.82	14.19	16.14	17.04
ENSG00000230269.2	1485.69	405.00	432.00	409.00	462.00
ENSG00000230289.1	473.00	4.00	3.00	0.00	0.00
ENSG00000230291.4	436.50	0.00	1.00	0.00	0.00
ENSG00000230295.1	351.00	0.00	1.00	0.00	0.00
ENSG00000230303.1	419.00	0.00	2.00	1.00	1.00
ENSG00000230306.1	264.00	1.00	2.00	2.00	1.00
ENSG00000230310.1	543.00	0.00	1.00	2.00	0.00
ENSG00000230311.2	435.00	9.01	9.00	0.00	3.01
ENSG00000230314.2	903.00	0.00	1.00	1.00	2.00
ENSG00000230316.2	768.00	0.00	0.00	0.00	1.00
ENSG00000230325.1	494.00	1.00	0.00	0.00	1.00
ENSG00000230333.2	805.56	0.00	1.00	0.00	0.00
ENSG00000230337.1	463.50	0.00	0.00	0.00	0.00
ENSG00000230356.1	1801.00	50.00	83.00	53.00	67.00
ENSG00000230359.3	722.50	0.00	0.00	1.00	0.00
ENSG00000230366.5	1644.00	3.00	5.43	0.00	7.47
ENSG00000230368.2	547.66	14.12	13.52	0.99	10.60
ENSG00000230371.1	1639.00	80.00	110.00	129.00	108.00
ENSG00000230373.4	2078.06	474.80	473.14	544.48	536.41
ENSG00000230383.1	862.00	0.09	2.64	6.50	3.27
ENSG00000230392.1	2907.00	0.00	0.00	0.00	2.00
ENSG00000230397.1	261.00	4.19	1.33	0.00	1.66
ENSG00000230400.1	1442.50	0.00	0.00	0.00	0.00
ENSG00000230408.3	877.00	0.00	0.00	0.00	1.00
ENSG00000230409.2	940.00	16.10	12.60	11.62	17.62
ENSG00000230410.1	820.00	0.00	0.00	0.00	1.00
ENSG00000230415.1	389.00	4.00	2.00	5.00	14.00
ENSG00000230417.6	950.20	0.00	0.00	0.00	0.00
ENSG00000230423.1	333.00	0.00	0.00	0.00	1.13
ENSG00000230424.1	507.00	8.00	8.00	6.00	4.00
ENSG00000230426.1	2393.00	14.00	17.00	42.00	42.00
ENSG00000230432.1	311.00	0.00	1.00	4.00	1.00
ENSG00000230438.5	1370.00	4.00	1.00	4.00	3.00
ENSG00000230439.2	1671.00	12.00	11.00	10.00	19.00
ENSG00000230445.4	5444.00	1.00	0.00	0.00	1.00
ENSG00000230446.1	288.00	0.00	0.00	0.00	0.00
ENSG00000230449.1	730.00	0.00	0.00	0.00	0.00
ENSG00000230453.5	536.00	3.02	4.13	3.19	2.23
ENSG00000230454.1	996.82	19.00	8.00	21.00	31.00
ENSG00000230457.3	1182.00	2.00	4.00	0.00	2.00
ENSG00000230461.4	2637.50	214.00	211.00	211.00	253.00
ENSG00000230479.1	893.00	0.00	0.00	0.00	0.00
ENSG00000230487.3	3745.30	25.00	38.00	56.00	73.00
ENSG00000230490.2	892.00	2.00	3.00	6.00	1.00
ENSG00000230495.1	553.00	0.00	0.00	0.00	0.00
ENSG00000230510.2	1253.31	3.00	4.00	3.00	2.00
ENSG00000230513.1	1263.00	5.00	3.00	11.00	7.00
ENSG00000230521.1	975.00	0.00	0.00	1.00	1.00
ENSG00000230524.4	3128.84	1.00	2.00	13.00	4.00
ENSG00000230530.1	1536.00	1.00	2.00	1.00	3.00
ENSG00000230532.1	483.00	0.00	0.00	0.00	1.00
ENSG00000230537.1	815.00	5.00	7.00	6.00	8.00
ENSG00000230551.3	5687.66	797.15	1081.70	857.39	1050.87
ENSG00000230555.2	760.00	10.00	5.00	14.00	15.00
ENSG00000230562.3	691.00	1.19	1.15	2.41	4.50
ENSG00000230563.2	1836.00	0.00	3.14	6.92	1.44
ENSG00000230565.1	905.00	0.00	0.00	1.00	1.00
ENSG00000230567.3	1619.19	52.55	35.49	2.48	93.65
ENSG00000230570.1	1203.00	0.00	1.00	1.00	0.00
ENSG00000230578.3	271.00	4.81	0.00	0.00	1.53
ENSG00000230581.2	1122.00	1.00	4.00	0.00	3.00
ENSG00000230587.1	952.00	0.00	0.00	0.00	2.00
ENSG00000230590.3	1736.18	68.00	76.00	77.00	72.00
ENSG00000230596.2	922.00	1.00	0.00	1.00	1.00
ENSG00000230606.6	1411.25	119.21	186.50	189.64	231.24
ENSG00000230613.1	489.00	1.00	2.00	0.00	3.00
ENSG00000230615.2	780.50	1.00	0.00	0.00	0.00
ENSG00000230626.3	1200.00	2.04	5.04	1.99	3.08
ENSG00000230628.1	3564.00	38.00	47.00	28.00	34.00
ENSG00000230629.2	330.00	27.82	31.51	28.84	30.03
ENSG00000230633.1	437.00	7.00	5.00	2.00	7.00
ENSG00000230635.1	480.00	1.00	0.00	0.00	2.00
ENSG00000230647.1	804.00	39.00	42.00	39.00	51.00
ENSG00000230648.1	209.00	1.00	0.00	0.00	0.00
ENSG00000230658.1	2564.00	7.00	11.00	17.00	23.00
ENSG00000230663.1	2032.00	0.00	0.06	0.00	0.04
ENSG00000230666.1	1651.91	1.00	2.00	1.00	5.00
ENSG00000230667.4	877.50	1.01	0.00	0.00	0.00
ENSG00000230673.3	459.00	2.00	1.00	1.00	2.00
ENSG00000230679.1	456.00	1.00	1.00	0.00	1.00
ENSG00000230699.2	3043.00	0.00	0.00	0.00	0.00
ENSG00000230701.1	1219.00	4.00	6.00	4.00	8.00
ENSG00000230711.2	2446.00	0.00	1.00	0.00	4.00
ENSG00000230715.2	435.79	63.15	25.75	30.72	74.07
ENSG00000230724.5	1381.19	477.33	448.19	433.61	584.86
ENSG00000230732.3	1109.00	6.00	4.00	2.00	3.00
ENSG00000230747.1	740.00	2.00	1.00	1.00	2.00
ENSG00000230756.1	621.00	0.00	1.10	0.00	0.00
ENSG00000230758.1	246.00	0.00	0.00	0.00	0.00
ENSG00000230769.1	491.00	1.00	0.00	0.00	2.00
ENSG00000230772.1	830.00	22.00	19.00	39.00	54.00
ENSG00000230782.1	504.00	0.00	1.00	0.00	1.00
ENSG00000230783.1	765.00	0.00	1.00	0.00	0.00
ENSG00000230790.2	561.00	0.00	0.00	0.00	0.00
ENSG00000230795.2	1037.00	12.00	8.00	5.00	12.99
ENSG00000230797.2	2741.00	10.82	12.00	16.00	26.93
ENSG00000230798.1	589.00	0.00	0.00	1.00	0.00
ENSG00000230805.2	502.20	0.00	0.00	1.00	0.00
ENSG00000230818.1	799.00	0.00	0.00	0.00	0.00
ENSG00000230823.2	426.00	0.00	0.00	0.00	1.00
ENSG00000230825.1	471.00	0.00	0.00	0.00	1.00
ENSG00000230832.3	1241.00	2.00	0.00	0.00	1.00
ENSG00000230836.1	1266.00	37.00	31.00	16.00	26.00
ENSG00000230838.1	648.00	2.00	2.00	0.00	1.00
ENSG00000230844.2	2078.00	90.00	124.00	103.00	112.00
ENSG00000230847.4	679.00	7.22	6.77	4.03	2.22
ENSG00000230850.3	632.20	12.51	1.56	14.54	5.71
ENSG00000230863.2	742.00	9.00	8.00	12.00	8.00
ENSG00000230869.1	2418.00	0.00	4.31	12.98	5.46
ENSG00000230870.2	1474.00	13.00	7.00	20.00	34.00
ENSG00000230880.2	738.00	1.00	2.00	0.00	3.00
ENSG00000230882.1	3495.00	392.00	173.00	247.00	764.00
ENSG00000230894.1	4996.00	0.00	0.00	0.00	0.00
ENSG00000230896.1	598.00	6.00	16.00	4.00	13.00
ENSG00000230897.1	459.00	1.02	1.00	1.04	1.02
ENSG00000230903.5	606.43	3710.42	4061.71	3748.53	3707.10
ENSG00000230914.2	608.00	0.00	1.00	0.00	0.00
ENSG00000230918.1	640.00	0.00	0.00	0.00	1.00
ENSG00000230928.1	1168.00	0.00	0.00	0.00	0.00
ENSG00000230939.1	489.00	0.00	2.00	1.00	5.00
ENSG00000230943.1	433.27	1.00	5.00	3.00	9.00
ENSG00000230951.1	888.00	1.00	0.00	0.00	0.00
ENSG00000230952.1	1061.00	118.00	153.00	229.00	254.00
ENSG00000230955.1	481.00	0.00	0.00	0.00	0.00
ENSG00000230979.3	531.00	0.00	1.66	1.06	2.22
ENSG00000230989.2	1851.44	1508.00	1619.00	1600.00	2043.00
ENSG00000230992.2	2173.00	1.00	0.00	1.00	2.00
ENSG00000231007.4	1435.50	2.00	0.00	1.00	0.00
ENSG00000231013.1	2019.00	4.00	1.00	1.00	6.00
ENSG00000231023.2	1404.65	15.00	15.00	11.00	12.00
ENSG00000231025.1	3510.00	206.00	208.00	195.00	217.00
ENSG00000231028.4	612.96	0.00	0.00	1.00	3.00
ENSG00000231035.1	745.00	0.00	2.50	0.00	1.00
ENSG00000231039.2	680.00	1.00	0.00	0.00	2.00
ENSG00000231043.2	615.00	2.07	6.05	8.08	1.06
ENSG00000231047.1	575.00	0.00	0.00	0.00	0.00
ENSG00000231050.1	906.00	1.00	0.00	3.00	5.00
ENSG00000231057.3	1020.33	0.00	1.00	0.00	0.00
ENSG00000231064.1	654.33	0.00	0.00	0.00	0.00
ENSG00000231066.3	844.00	0.00	1.00	0.00	0.00
ENSG00000231073.1	368.00	0.00	0.00	0.00	0.00
ENSG00000231074.4	2539.70	580.00	727.00	832.00	902.00
ENSG00000231081.1	542.00	1.00	1.00	0.00	0.00
ENSG00000231083.1	565.00	0.00	1.00	1.00	0.00
ENSG00000231086.1	768.00	0.00	0.00	0.00	1.00
ENSG00000231090.1	638.00	0.00	0.00	0.00	1.00
ENSG00000231105.1	2479.00	2.00	4.00	5.00	4.00
ENSG00000231106.2	1048.00	2.00	2.00	4.00	2.00
ENSG00000231113.2	679.00	5.00	3.00	3.00	5.00
ENSG00000231120.2	498.00	2.00	2.00	1.00	3.21
ENSG00000231125.2	794.00	2.00	6.00	2.00	2.00
ENSG00000231131.2	975.00	5.00	5.00	4.00	2.00
ENSG00000231154.1	2086.00	23.00	30.00	28.00	49.00
ENSG00000231160.5	1784.27	7.13	19.00	11.61	13.00
ENSG00000231167.3	999.00	3.01	0.00	0.00	1.04
ENSG00000231172.2	1185.00	7.00	15.00	13.00	20.00
ENSG00000231177.4	1328.00	24.00	20.00	27.00	18.00
ENSG00000231181.1	559.00	7.00	4.00	6.00	6.00
ENSG00000231185.2	571.47	29.00	22.00	8.00	11.00
ENSG00000231187.2	654.79	77.00	78.00	59.00	84.00
ENSG00000231188.1	471.00	1.00	0.00	0.00	0.00
ENSG00000231196.3	657.00	0.00	1.00	0.00	1.00
ENSG00000231203.1	1447.00	1.01	5.87	2.71	4.16
ENSG00000231213.2	1328.90	28.00	35.00	26.00	33.00
ENSG00000231226.1	549.00	7.00	6.00	8.00	17.00
ENSG00000231234.1	489.00	1.00	2.00	2.00	3.00
ENSG00000231242.1	2033.00	0.00	1.00	5.00	1.00
ENSG00000231245.2	402.00	1.11	5.70	1.14	1.09
ENSG00000231249.1	858.00	10.00	12.00	22.00	34.00
ENSG00000231256.3	3753.00	0.00	0.00	0.00	1.00
ENSG00000231259.3	1701.97	578.49	500.12	432.70	570.87
ENSG00000231274.4	1002.36	12.00	11.00	17.00	33.00
ENSG00000231290.1	1009.88	0.00	0.00	0.00	0.00
ENSG00000231298.2	1173.31	29.00	94.00	119.00	136.00
ENSG00000231305.3	986.91	0.00	2.00	5.00	3.00
ENSG00000231307.1	701.00	0.00	2.00	4.00	2.00
ENSG00000231312.2	939.27	350.07	345.94	336.23	407.31
ENSG00000231313.2	724.00	2.00	2.00	0.00	1.99
ENSG00000231317.1	1948.00	11.00	7.00	6.00	8.00
ENSG00000231327.1	662.00	0.00	0.00	0.00	1.00
ENSG00000231333.2	345.00	0.00	0.00	0.00	0.00
ENSG00000231341.1	855.00	0.00	0.00	0.00	1.00
ENSG00000231342.2	1073.00	3.00	2.00	0.50	1.00
ENSG00000231344.1	349.00	0.00	1.00	0.00	1.00
ENSG00000231345.3	2519.50	0.00	3.00	0.00	3.00
ENSG00000231346.1	706.00	0.00	0.00	0.00	1.00
ENSG00000231360.2	1073.00	5.79	3.40	7.00	3.13
ENSG00000231365.1	1131.91	66.00	91.00	76.00	90.00
ENSG00000231367.1	423.00	0.00	0.00	3.00	1.00
ENSG00000231389.3	1447.88	0.00	1.00	2.00	0.00
ENSG00000231394.1	543.00	0.00	0.00	1.00	2.00
ENSG00000231407.1	1179.75	0.00	2.00	0.00	0.00
ENSG00000231431.3	1643.00	5.17	3.12	0.00	4.19
ENSG00000231439.3	1054.00	3.00	4.00	0.50	2.00
ENSG00000231441.1	551.00	0.00	0.00	0.00	1.00
ENSG00000231453.1	2126.32	0.00	1.00	1.00	2.00
ENSG00000231458.2	790.00	0.00	0.00	0.00	0.00
ENSG00000231466.2	780.00	3.00	9.00	4.00	4.00
ENSG00000231473.2	1143.00	9.00	1.00	8.00	6.00
ENSG00000231500.2	614.77	22781.92	21501.89	17217.30	23368.01
ENSG00000231521.1	285.00	1.00	3.00	0.00	0.00
ENSG00000231527.1	579.00	5.07	0.50	2.00	1.64
ENSG00000231528.2	5625.00	4.96	7.92	0.98	1.98
ENSG00000231533.1	474.00	0.00	0.00	0.00	0.00
ENSG00000231535.1	557.50	0.00	0.00	0.00	0.00
ENSG00000231544.2	490.00	0.00	0.00	2.00	0.00
ENSG00000231551.2	1555.00	0.00	1.00	0.00	0.00
ENSG00000231566.1	1167.50	0.00	0.00	0.00	0.00
ENSG00000231574.1	2957.00	0.00	1.00	0.00	2.00
ENSG00000231579.3	635.00	3.24	1.06	2.14	1.10
ENSG00000231584.4	1298.00	0.00	0.00	1.00	1.13
ENSG00000231595.1	1537.00	6.00	4.00	3.00	7.00
ENSG00000231607.4	1254.25	26.00	35.00	34.00	22.00
ENSG00000231609.1	949.75	0.00	0.00	1.00	0.00
ENSG00000231611.1	598.00	2.00	1.00	0.00	4.00
ENSG00000231612.1	447.00	0.00	0.00	0.00	1.00
ENSG00000231615.2	1337.00	1.00	0.00	1.00	1.00
ENSG00000231625.4	1150.00	8.00	3.00	4.00	4.00
ENSG00000231632.1	445.00	1.00	0.00	0.00	0.00
ENSG00000231636.1	407.00	0.00	0.00	0.00	2.00
ENSG00000231638.1	2916.00	2.00	2.00	0.00	1.00
ENSG00000231646.1	689.00	6.00	6.00	2.00	9.00
ENSG00000231651.1	413.50	0.00	0.00	0.00	0.00
ENSG00000231652.2	1973.00	0.00	0.00	1.00	1.00
ENSG00000231663.1	575.00	2.00	6.00	3.00	3.00
ENSG00000231665.1	1592.00	1.00	3.00	2.00	2.00
ENSG00000231672.2	2377.14	71.00	54.00	66.00	49.00
ENSG00000231683.2	3473.42	52.00	57.00	24.87	23.00
ENSG00000231684.2	334.00	1.00	0.00	0.00	1.00
ENSG00000231686.1	988.00	2.66	0.00	2.34	4.19
ENSG00000231690.2	2318.00	16.00	12.00	26.00	42.00
ENSG00000231697.3	877.00	0.00	1.00	0.00	0.00
ENSG00000231703.2	3280.00	8.00	4.00	4.00	13.00
ENSG00000231704.1	524.00	1.00	0.00	0.00	2.00
ENSG00000231709.1	842.00	0.00	1.00	0.00	1.39
ENSG00000231720.1	579.00	3.00	3.00	3.00	4.00
ENSG00000231721.2	1472.32	145.00	135.00	174.00	228.00
ENSG00000231731.3	751.00	2.00	1.00	1.00	3.00
ENSG00000231734.4	794.09	14.00	11.00	16.00	23.00
ENSG00000231741.2	1468.00	0.00	0.00	1.00	0.00
ENSG00000231742.1	527.47	69.00	54.00	43.00	97.00
ENSG00000231752.1	903.00	14.00	15.00	6.77	14.93
ENSG00000231764.4	4248.46	376.00	382.00	570.98	529.00
ENSG00000231767.2	466.00	19.40	22.96	11.47	29.98
ENSG00000231770.1	953.97	9.00	18.00	22.00	29.00
ENSG00000231784.4	2677.00	14.00	15.00	12.00	12.00
ENSG00000231789.2	939.00	34.00	28.00	52.00	86.00
ENSG00000231793.4	1012.19	8.00	1.00	2.00	5.00
ENSG00000231794.3	1228.00	1.00	0.00	2.00	0.00
ENSG00000231806.2	1164.00	36.00	39.00	32.00	53.00
ENSG00000231816.1	547.00	3.00	1.00	1.00	2.00
ENSG00000231817.3	1125.00	0.00	3.00	2.00	1.00
ENSG00000231822.1	735.00	0.00	1.06	2.27	1.10
ENSG00000231826.1	936.92	0.00	3.00	4.00	4.00
ENSG00000231831.1	2764.00	1.00	0.00	0.00	1.00
ENSG00000231840.1	524.50	1.00	1.00	0.00	0.00
ENSG00000231841.1	762.00	1.00	1.00	3.00	3.00
ENSG00000231842.1	583.00	0.00	0.00	2.00	0.00
ENSG00000231852.2	1803.02	89.19	67.62	76.85	149.55
ENSG00000231856.1	569.00	1.00	1.00	4.00	4.00
ENSG00000231864.2	748.00	0.00	0.00	0.00	0.00
ENSG00000231865.1	2472.00	2.00	5.00	0.00	4.00
ENSG00000231871.1	839.00	0.00	0.00	0.00	1.00
ENSG00000231875.1	903.00	0.00	0.00	1.00	0.00
ENSG00000231878.1	252.00	0.00	0.00	0.00	0.00
ENSG00000231880.1	547.00	3.00	2.00	2.00	0.00
ENSG00000231881.1	1608.00	30.00	25.00	28.00	35.00
ENSG00000231882.1	417.00	0.00	0.00	0.00	0.00
ENSG00000231889.3	802.20	152.00	127.00	97.00	127.00
ENSG00000231890.3	829.69	48.00	54.00	49.00	62.00
ENSG00000231903.1	311.00	0.00	0.00	0.00	0.00
ENSG00000231908.1	466.82	6.00	6.00	15.00	10.00
ENSG00000231924.5	2047.00	0.00	1.00	2.00	2.00
ENSG00000231925.7	3601.81	1828.00	1325.00	1527.00	2124.00
ENSG00000231948.2	600.00	168.00	109.00	91.00	188.00
ENSG00000231952.3	915.00	1.09	0.00	1.05	1.07
ENSG00000231969.1	1022.00	6.00	11.00	7.00	12.00
