symbol	length	Control_D0	Control_D1	ACO1_D0	ACO1_D1
ENSG00000225015.1	733.00	57.00	59.00	147.95	138.98
ENSG00000225022.1	444.00	0.00	0.00	1.00	1.00
ENSG00000225026.1	272.00	2.00	0.00	0.00	0.00
ENSG00000225028.1	1807.00	1.00	1.00	3.00	3.00
ENSG00000225031.1	1813.00	12.07	8.23	9.06	12.43
ENSG00000225032.1	1502.05	10.00	6.00	5.00	11.00
ENSG00000225058.1	427.00	3.00	2.00	1.00	1.00
ENSG00000225062.1	529.00	0.00	1.00	3.00	3.00
ENSG00000225067.3	467.00	0.00	1.26	1.16	0.00
ENSG00000225077.2	1220.00	1.00	0.00	0.00	0.00
ENSG00000225091.3	134.00	0.00	1.00	0.00	0.00
ENSG00000225092.2	1676.00	3.00	3.00	2.00	4.00
ENSG00000225093.1	1212.00	1.00	2.00	0.00	0.00
ENSG00000225094.3	852.00	0.00	0.00	1.00	0.00
ENSG00000225096.1	301.00	0.00	2.00	0.00	0.00
ENSG00000225098.1	691.00	0.00	0.00	2.00	0.00
ENSG00000225111.1	469.00	4.00	2.00	2.00	3.00
ENSG00000225113.1	596.00	1.00	3.00	0.00	0.00
ENSG00000225119.3	992.00	21.65	14.25	29.39	27.44
ENSG00000225125.2	655.00	8.00	5.00	1.00	1.00
ENSG00000225131.1	700.00	45.44	42.99	44.28	61.28
ENSG00000225135.1	1477.00	17.00	26.00	46.00	58.00
ENSG00000225137.1	1838.00	9.58	4.41	4.37	22.80
ENSG00000225138.3	1271.38	54.00	51.00	38.00	52.00
ENSG00000225140.1	1657.00	0.00	0.00	0.00	0.00
ENSG00000225151.6	2997.10	806.35	826.72	849.96	855.74
ENSG00000225159.1	867.00	5.02	1.44	1.01	3.66
ENSG00000225163.3	393.40	1.00	1.00	4.00	3.00
ENSG00000225171.2	462.00	1.00	0.00	0.00	0.00
ENSG00000225173.1	709.00	0.00	2.00	0.00	1.00
ENSG00000225177.1	813.45	38.00	32.00	45.00	56.00
ENSG00000225180.2	1532.50	5.00	3.00	0.00	0.00
ENSG00000225187.1	860.00	0.00	0.00	1.00	3.00
ENSG00000225190.4	4182.01	405.46	426.82	767.20	700.95
ENSG00000225192.1	1834.00	5.00	3.00	2.00	2.00
ENSG00000225193.5	396.00	4.00	1.00	3.00	2.00
ENSG00000225200.2	627.00	4.00	10.00	6.00	8.00
ENSG00000225205.1	1263.67	2.00	9.00	33.00	24.00
ENSG00000225210.5	2002.87	2600.77	2643.50	4871.65	5050.38
ENSG00000225215.1	1186.00	1.00	1.00	1.00	0.00
ENSG00000225218.1	285.00	0.00	0.00	0.00	0.00
ENSG00000225224.1	465.00	0.00	0.00	0.00	1.00
ENSG00000225233.1	440.00	0.00	2.00	0.00	1.00
ENSG00000225241.3	1337.14	223.75	213.88	285.78	262.47
ENSG00000225246.1	821.00	2.00	0.00	0.00	0.00
ENSG00000225259.3	394.64	7.93	6.51	2.13	7.54
ENSG00000225264.3	547.82	8.00	8.00	17.00	6.00
ENSG00000225265.1	923.26	23.00	17.00	27.00	18.00
ENSG00000225273.3	579.89	25.77	31.21	30.29	45.73
ENSG00000225278.3	766.00	1.57	0.00	1.00	1.35
ENSG00000225285.1	443.72	14.00	18.00	23.00	16.00
ENSG00000225300.1	1960.00	0.00	0.00	3.00	2.00
ENSG00000225302.1	657.00	0.00	0.00	3.00	1.00
ENSG00000225315.2	454.00	0.00	2.00	0.00	0.00
ENSG00000225329.1	640.00	0.00	0.00	1.00	0.00
ENSG00000225335.2	1699.00	15.00	5.00	21.00	15.00
ENSG00000225339.2	2768.89	4.00	4.00	30.00	28.00
ENSG00000225345.3	1268.50	122.33	106.00	182.72	174.82
ENSG00000225353.2	579.00	0.00	0.91	0.50	0.50
ENSG00000225361.3	2919.00	52.00	55.00	40.00	30.00
ENSG00000225366.4	1638.50	0.00	0.00	0.00	0.00
ENSG00000225369.1	840.00	0.00	0.00	0.00	0.00
ENSG00000225373.4	2192.85	987.20	986.11	1593.46	1586.24
ENSG00000225377.1	750.50	80.00	99.00	108.00	102.00
ENSG00000225380.3	305.00	1.00	1.60	3.25	5.47
ENSG00000225401.2	685.00	0.00	1.00	0.00	0.00
ENSG00000225408.1	543.00	1.00	0.00	1.00	0.00
ENSG00000225411.2	2878.00	0.00	1.05	1.04	0.00
ENSG00000225415.1	939.00	0.00	0.00	1.00	0.00
ENSG00000225420.1	1747.00	1.00	0.00	2.00	0.00
ENSG00000225422.3	1156.00	4.16	0.00	1.45	1.05
ENSG00000225423.1	1138.00	0.00	0.00	1.00	0.00
ENSG00000225431.1	1775.00	3.00	2.00	2.00	2.00
ENSG00000225434.2	2078.00	0.00	1.00	1.00	1.00
ENSG00000225438.1	1293.00	0.00	0.00	2.00	4.00
ENSG00000225439.2	1659.82	165.00	152.00	127.00	129.00
ENSG00000225447.1	382.00	2.00	3.00	4.00	3.00
ENSG00000225449.2	1288.50	0.00	0.00	0.00	0.00
ENSG00000225450.1	500.00	2.00	0.00	1.00	2.00
ENSG00000225470.2	1159.80	186.00	205.00	224.81	241.00
ENSG00000225472.1	878.50	3.00	0.00	0.00	0.00
ENSG00000225484.2	366.45	39.00	34.00	75.05	52.75
ENSG00000225485.3	3540.37	15.00	15.00	31.00	28.00
ENSG00000225486.1	353.00	0.00	0.00	0.00	0.00
ENSG00000225489.2	936.94	53.00	64.74	39.00	58.10
ENSG00000225498.1	733.00	0.00	0.00	0.00	0.00
ENSG00000225506.2	921.00	2.00	3.00	2.00	5.00
ENSG00000225511.2	467.00	0.00	0.00	0.00	1.00
ENSG00000225513.1	450.00	0.00	1.00	2.00	2.00
ENSG00000225518.2	595.00	1.00	0.00	1.00	1.00
ENSG00000225526.4	901.00	0.00	0.00	0.00	1.00
ENSG00000225527.1	413.00	0.00	1.00	1.00	1.00
ENSG00000225528.1	1287.00	0.00	0.00	0.00	0.00
ENSG00000225532.1	439.00	1.00	1.00	0.00	0.00
ENSG00000225535.2	850.50	0.00	1.00	0.00	0.00
ENSG00000225536.2	1624.00	0.00	1.00	0.00	0.00
ENSG00000225546.1	1250.19	0.00	2.00	5.00	5.00
ENSG00000225555.1	471.00	1.00	3.00	0.00	1.00
ENSG00000225559.1	457.00	0.00	0.00	0.00	0.00
ENSG00000225568.1	826.00	2.00	0.00	1.00	1.00
ENSG00000225569.1	1548.00	0.00	0.00	1.00	0.00
ENSG00000225573.3	354.00	2.00	1.00	1.00	7.00
ENSG00000225580.2	1178.00	1.01	0.00	0.00	1.01
ENSG00000225595.2	1426.00	1.00	0.00	1.00	0.00
ENSG00000225610.1	781.00	0.00	2.00	0.00	0.00
ENSG00000225611.1	897.00	2.00	6.00	0.00	2.00
ENSG00000225614.2	13203.00	0.00	0.00	1.00	1.00
ENSG00000225630.1	1044.00	13.94	11.52	16.29	12.42
ENSG00000225643.1	483.00	0.00	0.00	0.00	0.00
ENSG00000225648.1	1175.40	256.71	233.30	439.28	378.14
ENSG00000225650.2	968.00	2.00	0.00	0.00	0.00
ENSG00000225663.3	1135.81	748.40	762.62	800.93	869.95
ENSG00000225674.1	1750.00	2.00	2.00	2.00	2.00
ENSG00000225675.2	567.00	0.00	3.00	0.00	0.00
ENSG00000225680.1	726.00	29.00	30.00	35.00	39.00
ENSG00000225689.1	481.00	0.00	1.00	0.00	1.00
ENSG00000225693.1	484.00	5.00	3.00	3.00	3.00
ENSG00000225695.1	963.00	1.02	1.02	0.00	0.00
ENSG00000225697.6	2076.72	3955.00	4283.00	1630.00	1541.00
ENSG00000225710.1	882.00	2.00	2.00	1.00	3.00
ENSG00000225731.1	1754.00	1.00	0.00	0.00	1.00
ENSG00000225733.1	3295.29	1870.00	1859.00	2411.00	2345.00
ENSG00000225756.1	2139.00	214.00	213.00	72.00	58.00
ENSG00000225760.1	684.00	6.64	12.65	6.87	6.09
ENSG00000225766.4	1249.00	6.36	2.09	4.28	2.23
ENSG00000225774.1	1770.00	1.00	2.00	4.00	1.00
ENSG00000225778.1	1808.00	0.00	1.00	0.00	0.00
ENSG00000225783.2	2458.33	0.00	0.00	0.00	0.00
ENSG00000225784.5	2353.00	20.80	10.15	11.75	16.65
ENSG00000225791.2	1664.46	117.00	113.00	214.00	158.00
ENSG00000225792.1	559.50	0.00	0.00	1.00	0.00
ENSG00000225793.2	819.98	3.00	5.00	3.00	4.00
ENSG00000225798.1	383.00	2.00	3.00	0.00	1.00
ENSG00000225806.3	480.83	11.00	13.00	17.00	10.00
ENSG00000225808.1	316.00	4.00	2.00	4.00	1.00
ENSG00000225813.1	717.00	0.00	0.00	0.00	1.00
ENSG00000225822.3	2008.00	3.00	3.00	2.00	2.00
ENSG00000225828.1	2591.77	380.00	354.00	212.00	215.00
ENSG00000225830.6	5595.93	247.78	257.21	313.98	313.91
ENSG00000225833.1	574.00	0.00	0.00	0.00	0.00
ENSG00000225849.1	1223.00	4.00	7.00	17.00	9.00
ENSG00000225850.2	615.00	1.00	0.00	0.00	1.00
ENSG00000225855.2	1392.07	6.00	3.00	12.00	15.00
ENSG00000225869.4	615.00	0.00	0.00	2.00	2.01
ENSG00000225871.2	1679.00	0.00	0.00	0.00	0.00
ENSG00000225872.2	2167.00	13.00	12.00	6.00	3.00
ENSG00000225873.1	732.00	8.00	7.00	3.00	1.00
ENSG00000225880.4	1317.00	70.09	62.70	36.83	28.75
ENSG00000225883.2	885.00	16.27	14.12	61.28	43.31
ENSG00000225889.3	1011.60	0.00	3.00	3.00	5.00
ENSG00000225891.1	529.00	0.00	0.00	0.00	1.00
ENSG00000225892.3	2486.00	142.80	129.82	211.33	212.81
ENSG00000225900.1	297.00	0.00	1.00	0.00	0.00
ENSG00000225905.1	543.00	2.00	0.00	3.00	2.00
ENSG00000225912.1	436.00	1.98	0.00	0.00	0.00
ENSG00000225914.1	3458.00	0.00	0.00	0.00	1.00
ENSG00000225921.2	1161.19	1175.00	1135.00	1267.00	1144.00
ENSG00000225930.3	4260.00	18.00	22.00	19.00	17.00
ENSG00000225931.3	1297.00	2.08	3.20	1.00	0.00
ENSG00000225945.1	419.00	0.00	0.00	1.00	0.00
ENSG00000225953.2	1624.00	0.00	0.00	1.00	0.00
ENSG00000225956.1	446.00	0.00	1.00	1.00	4.00
ENSG00000225963.3	609.35	0.00	0.00	2.00	6.00
ENSG00000225968.4	3742.00	16.00	18.00	34.00	28.00
ENSG00000225969.1	558.00	0.00	1.00	2.00	1.00
ENSG00000225972.1	372.00	6.72	6.75	7.95	2.29
ENSG00000225973.3	717.35	104.28	98.01	137.26	88.00
ENSG00000225975.2	750.88	16.00	8.00	5.00	8.00
ENSG00000225976.4	326.00	1.60	5.43	0.00	6.50
ENSG00000225981.1	498.00	2.00	1.00	0.00	0.00
ENSG00000225991.1	410.00	1.00	2.00	4.00	1.00
ENSG00000225996.2	1811.00	71.26	0.00	36.32	0.00
ENSG00000226002.1	586.00	0.00	0.00	0.00	0.00
ENSG00000226009.1	850.00	7.00	11.00	3.00	7.00
ENSG00000226010.1	1771.00	0.00	0.00	0.00	1.00
ENSG00000226015.2	1657.00	406.93	416.97	127.84	106.96
ENSG00000226026.1	701.74	3.00	6.00	5.00	6.00
ENSG00000226029.1	3245.00	19.00	18.00	24.00	36.00
ENSG00000226049.3	3192.00	5.87	2.32	7.25	9.65
ENSG00000226054.1	1540.00	6.58	9.24	7.51	5.62
ENSG00000226067.2	475.00	4.00	11.00	5.00	9.00
ENSG00000226084.4	617.00	20.50	25.69	36.37	40.41
ENSG00000226085.2	820.00	11.73	8.26	22.28	14.63
ENSG00000226087.1	561.00	0.00	0.00	0.00	1.00
ENSG00000226091.3	662.00	2.00	1.00	0.00	1.00
ENSG00000226107.1	289.00	0.00	1.00	3.00	2.00
ENSG00000226121.1	6821.00	32.46	25.58	32.30	41.49
ENSG00000226124.2	980.02	1.00	2.00	2.00	3.00
ENSG00000226125.1	2609.00	0.00	0.00	1.00	1.00
ENSG00000226129.1	340.00	0.00	0.00	0.94	0.00
ENSG00000226130.1	232.00	3.00	0.00	1.00	0.00
ENSG00000226137.3	4318.60	216.00	209.00	178.00	152.00
ENSG00000226143.1	518.00	3.00	5.00	0.00	0.00
ENSG00000226147.1	1301.00	0.48	8.00	3.25	12.19
ENSG00000226149.1	613.12	1.00	1.00	7.00	8.00
ENSG00000226158.1	421.00	0.00	0.00	0.00	0.00
ENSG00000226161.1	1095.00	0.00	0.00	0.00	1.00
ENSG00000226174.2	626.13	3.17	2.00	4.21	3.71
ENSG00000226179.1	428.00	1.00	1.00	1.00	0.00
ENSG00000226180.2	2610.00	19.00	16.00	11.00	3.00
ENSG00000226194.1	963.89	0.00	4.00	5.00	5.00
ENSG00000226200.2	12400.00	37.00	44.00	103.00	88.00
ENSG00000226210.3	1817.00	469.48	513.88	629.81	610.42
ENSG00000226220.1	1319.00	0.00	1.00	0.00	0.05
ENSG00000226221.1	438.00	12.96	19.23	12.21	13.45
ENSG00000226232.4	967.30	98.92	72.71	92.90	74.38
ENSG00000226239.1	2013.00	18.00	14.00	8.00	4.00
ENSG00000226241.2	2080.00	1.00	2.01	0.00	1.00
ENSG00000226251.1	345.33	0.00	0.00	3.00	0.00
ENSG00000226253.1	364.00	0.00	0.00	1.23	0.00
ENSG00000226259.6	1468.38	121.59	201.44	199.37	163.17
ENSG00000226263.1	652.00	1.00	1.00	5.00	1.00
ENSG00000226266.2	542.59	6.00	2.00	5.00	9.00
ENSG00000226268.2	959.00	56.81	49.20	20.12	16.51
ENSG00000226276.1	379.00	1.00	0.00	0.00	0.00
ENSG00000226279.2	498.00	0.00	0.00	0.00	0.00
ENSG00000226284.1	533.00	0.00	1.00	1.00	1.00
ENSG00000226287.3	711.63	45.11	42.88	43.88	35.67
ENSG00000226306.6	1112.00	0.00	0.00	0.00	1.00
ENSG00000226310.1	665.00	0.00	4.00	4.00	0.00
ENSG00000226312.3	609.67	0.00	0.00	0.00	2.00
ENSG00000226314.3	1180.98	57.00	56.00	85.00	93.00
ENSG00000226318.1	763.00	5.00	12.00	10.00	7.00
ENSG00000226321.3	970.33	0.00	0.00	0.00	0.00
ENSG00000226328.2	1696.32	41.00	42.00	82.00	76.00
ENSG00000226332.2	681.00	8.00	14.00	17.00	14.00
ENSG00000226334.1	469.00	0.00	1.00	0.00	1.00
ENSG00000226359.1	877.00	4.00	2.00	5.00	2.00
ENSG00000226360.4	648.00	2.14	7.00	2.89	6.00
ENSG00000226361.4	1209.50	0.00	0.00	0.00	0.00
ENSG00000226377.1	591.00	0.00	0.00	2.00	5.00
ENSG00000226380.3	4070.52	31.00	29.00	526.00	537.00
ENSG00000226381.3	616.00	25.00	32.00	57.00	38.00
ENSG00000226383.1	1394.10	32.00	33.00	32.00	25.00
ENSG00000226386.1	302.00	1.00	0.00	0.00	1.00
ENSG00000226396.1	455.00	15.21	17.00	19.00	18.00
ENSG00000226403.1	408.00	0.00	0.00	2.00	0.00
ENSG00000226406.1	836.00	2.00	0.00	1.00	3.00
ENSG00000226410.1	297.00	0.00	4.00	0.00	6.00
ENSG00000226415.1	750.00	36.01	26.23	29.25	23.01
ENSG00000226416.1	1876.00	97.00	85.00	49.00	47.00
ENSG00000226419.2	1416.58	104.00	88.00	72.00	75.00
ENSG00000226432.3	877.00	1.16	0.00	1.22	0.00
ENSG00000226445.1	980.00	0.00	1.00	1.00	2.00
ENSG00000226450.2	1490.00	6.00	7.00	9.00	8.42
ENSG00000226453.1	822.00	69.00	50.00	111.00	84.00
ENSG00000226465.1	320.00	10.00	7.00	7.00	12.00
ENSG00000226469.1	2000.00	0.00	0.00	0.00	1.00
ENSG00000226471.2	397.00	3.00	3.00	5.00	0.00
ENSG00000226472.3	579.67	0.00	1.00	0.00	0.00
ENSG00000226478.2	931.90	1.24	2.43	1.70	3.86
ENSG00000226479.3	2131.00	139.00	145.00	339.00	362.00
ENSG00000226498.2	885.00	0.00	0.00	0.00	0.00
ENSG00000226505.1	793.00	6.00	2.00	1.00	2.00
ENSG00000226510.1	795.00	21.00	29.00	23.00	22.00
ENSG00000226524.2	1705.96	5.89	3.09	12.52	11.17
ENSG00000226525.4	582.00	3.00	2.00	1.99	1.00
ENSG00000226535.1	1580.00	1.00	3.00	11.00	18.00
ENSG00000226544.4	733.00	0.00	0.00	0.00	0.00
ENSG00000226549.3	1081.00	1.00	4.00	4.00	2.00
ENSG00000226555.1	1263.00	1.00	1.00	0.00	1.00
ENSG00000226557.1	1558.00	0.00	0.00	1.00	3.00
ENSG00000226564.1	548.00	2.00	1.00	0.00	0.00
ENSG00000226578.1	712.00	4.00	7.00	7.00	9.00
ENSG00000226580.1	146.00	2.00	0.00	0.00	0.00
ENSG00000226608.2	411.96	21.00	20.44	31.06	29.00
ENSG00000226609.1	420.00	0.00	1.00	1.00	0.00
ENSG00000226632.1	445.00	1.00	3.00	0.00	1.00
ENSG00000226637.1	420.00	5.00	11.00	10.00	8.00
ENSG00000226644.1	475.50	0.00	0.00	0.00	0.00
ENSG00000226648.1	1462.00	10.00	4.00	2.00	5.00
ENSG00000226650.4	4426.00	0.00	0.00	0.00	0.00
ENSG00000226652.1	672.00	0.00	2.00	4.00	1.00
ENSG00000226666.1	2029.00	0.00	0.00	0.00	0.00
ENSG00000226674.4	529.00	0.00	0.00	0.00	1.00
ENSG00000226688.2	957.64	99.00	98.00	113.00	99.00
ENSG00000226696.1	674.74	45.00	33.00	38.00	41.00
ENSG00000226711.2	2623.00	2.00	2.00	2.00	3.00
ENSG00000226721.2	843.00	3.00	3.00	1.00	1.00
ENSG00000226723.2	780.00	0.00	3.07	0.00	2.05
ENSG00000226733.1	692.00	3.00	14.00	0.00	0.00
ENSG00000226742.3	804.55	226.00	204.00	233.00	199.00
ENSG00000226747.2	720.33	4.00	3.00	1.00	0.00
ENSG00000226751.2	695.00	3.00	0.00	1.00	0.00
ENSG00000226752.3	1958.72	199.00	197.00	168.00	148.00
ENSG00000226754.1	1181.00	6.00	4.00	9.00	13.00
ENSG00000226758.1	762.00	0.00	0.00	1.00	1.00
ENSG00000226761.3	930.00	1.00	0.00	3.00	1.00
ENSG00000226763.3	2698.00	9.00	5.48	13.00	13.32
ENSG00000226767.1	172.00	1.00	2.00	0.00	1.00
ENSG00000226781.1	327.00	0.00	0.00	0.00	0.00
ENSG00000226784.1	1678.00	1.09	0.00	0.00	4.78
ENSG00000226786.2	794.00	0.00	1.00	0.00	3.00
ENSG00000226790.2	3006.00	0.00	2.00	2.00	1.00
ENSG00000226791.3	1424.00	0.00	0.00	1.00	0.00
ENSG00000226801.2	448.00	0.00	0.00	2.00	0.00
ENSG00000226803.3	689.69	0.00	1.00	3.00	4.00
ENSG00000226812.2	754.00	14.00	14.00	9.00	2.00
ENSG00000226819.1	707.00	0.00	0.00	0.00	0.00
ENSG00000226824.2	508.00	5.00	1.00	3.00	1.00
ENSG00000226833.1	723.00	0.00	4.00	5.00	3.00
ENSG00000226835.1	480.00	1.00	0.00	9.00	8.00
ENSG00000226849.1	2682.00	3.00	4.00	4.00	5.00
ENSG00000226852.2	1747.00	2.00	1.00	1.00	0.00
ENSG00000226853.2	484.33	2.00	0.00	1.00	0.00
ENSG00000226856.1	778.00	1.00	0.00	0.00	1.00
ENSG00000226859.1	690.00	0.00	0.00	0.00	0.00
ENSG00000226864.1	951.00	0.00	3.00	4.00	1.00
ENSG00000226874.1	379.00	1.00	0.00	0.00	3.00
ENSG00000226877.3	437.25	0.00	1.00	2.00	0.00
ENSG00000226887.3	2579.21	4.00	4.00	8.00	6.00
ENSG00000226889.3	575.00	3.00	1.00	0.00	1.00
ENSG00000226900.1	634.00	14.00	14.00	7.00	8.00
ENSG00000226902.1	443.00	1.00	2.00	0.00	2.00
ENSG00000226904.1	340.00	0.00	0.00	1.00	0.00
ENSG00000226913.1	2603.00	0.00	0.00	1.00	1.00
ENSG00000226917.1	738.00	0.00	1.00	1.00	0.00
ENSG00000226920.1	478.00	0.00	2.00	0.00	2.00
ENSG00000226942.2	1674.00	0.00	3.00	1.00	1.00
ENSG00000226950.2	869.30	369.00	372.00	258.00	284.00
ENSG00000226954.1	3775.00	1.00	1.00	0.00	0.00
ENSG00000226958.1	432.00	1.00	2.00	1.00	1.00
ENSG00000226963.1	558.00	0.00	0.00	1.00	1.00
ENSG00000226964.1	600.00	118.88	106.00	90.88	75.77
ENSG00000226965.1	495.00	1.00	0.00	2.00	0.00
ENSG00000226976.1	571.00	8.89	14.39	16.01	22.06
ENSG00000226977.1	298.00	1.00	0.00	0.00	0.00
ENSG00000226979.4	1422.00	1.00	0.00	2.00	3.00
ENSG00000226986.3	778.50	1.00	0.00	1.00	0.00
ENSG00000227001.2	647.51	4.22	10.59	9.02	12.66
ENSG00000227008.2	416.00	4.13	9.19	6.30	9.92
ENSG00000227014.1	704.19	4.00	4.00	5.00	7.00
ENSG00000227032.1	831.00	0.00	0.00	0.00	0.00
ENSG00000227036.2	1169.01	306.00	277.00	736.00	740.00
ENSG00000227038.2	1863.67	325.00	349.00	240.00	215.00
ENSG00000227039.2	2282.00	24.00	23.00	49.00	57.00
ENSG00000227051.4	7774.00	8.00	9.00	5.00	2.00
ENSG00000227053.1	372.00	0.00	0.00	0.00	1.00
ENSG00000227057.3	1850.90	907.00	964.00	1133.00	1038.00
ENSG00000227060.2	784.00	0.00	0.00	0.00	0.00
ENSG00000227061.1	4775.00	0.00	0.00	0.00	1.00
ENSG00000227063.4	306.00	6225.43	7093.10	2411.41	2263.10
ENSG00000227066.1	2493.00	1.00	0.00	1.00	1.00
ENSG00000227070.1	255.00	2.00	0.00	0.00	2.00
ENSG00000227071.1	288.00	0.00	0.00	1.00	0.00
ENSG00000227077.2	371.00	9.09	5.26	11.90	10.55
ENSG00000227080.2	685.00	11.00	10.00	4.00	9.00
ENSG00000227081.4	322.00	8.95	11.08	8.51	2.46
ENSG00000227082.1	3662.00	1.00	0.00	2.00	2.00
ENSG00000227083.1	534.00	1.00	0.00	1.00	1.00
ENSG00000227088.1	284.00	1.00	0.00	1.00	0.00
ENSG00000227097.4	374.00	681.31	793.98	720.42	783.87
ENSG00000227110.2	1021.28	7.00	4.00	12.00	7.00
ENSG00000227115.2	2016.77	0.00	2.00	24.00	12.00
ENSG00000227124.4	2090.71	0.00	0.00	0.00	0.00
ENSG00000227158.1	1024.00	0.00	0.00	0.00	1.00
ENSG00000227164.2	670.00	2.25	0.00	1.27	3.29
ENSG00000227165.3	1192.40	0.00	1.00	1.00	0.00
ENSG00000227175.1	380.00	1.00	0.00	0.00	0.00
ENSG00000227184.3	7997.00	629.53	642.73	908.00	811.14
ENSG00000227192.1	552.00	10.00	4.00	8.00	5.00
ENSG00000227198.1	673.00	15.00	3.00	0.00	0.00
ENSG00000227199.1	1889.00	26.00	28.00	50.00	46.00
ENSG00000227210.1	541.00	0.00	2.00	4.00	2.00
ENSG00000227214.2	1032.00	4.00	2.00	13.00	6.00
ENSG00000227220.1	495.00	1.00	0.00	0.00	1.00
ENSG00000227232.4	1617.93	328.82	317.16	432.91	426.80
ENSG00000227236.2	1724.00	0.00	0.00	0.00	0.00
ENSG00000227242.2	3808.00	0.00	1.00	1.03	1.02
ENSG00000227244.2	696.00	0.00	0.00	0.00	1.00
ENSG00000227252.1	2341.00	56.00	53.00	73.00	70.00
ENSG00000227256.1	769.00	0.00	2.00	1.00	1.00
ENSG00000227258.1	382.50	1.00	0.00	0.00	0.00
ENSG00000227262.3	991.00	2.00	0.00	3.00	2.00
ENSG00000227268.3	4277.00	15.00	9.00	16.00	19.00
ENSG00000227285.1	810.00	4.00	2.00	6.00	9.00
ENSG00000227288.3	1675.00	0.00	1.07	0.00	1.10
ENSG00000227295.2	1906.00	2.00	0.00	2.00	2.00
ENSG00000227306.1	587.00	0.00	2.00	0.00	0.00
ENSG00000227308.2	856.00	0.00	0.00	4.00	0.00
ENSG00000227310.2	676.77	3.00	1.00	0.00	3.00
ENSG00000227312.2	348.00	1.00	2.00	0.00	0.00
ENSG00000227318.4	1626.00	9.82	7.26	11.52	4.00
ENSG00000227331.1	800.00	1.00	1.00	0.00	1.00
ENSG00000227337.1	471.00	2.00	1.00	0.00	0.00
ENSG00000227344.2	1551.00	1.14	0.00	0.00	0.00
ENSG00000227345.4	2342.25	363.72	328.62	419.32	360.72
ENSG00000227347.1	1390.00	1.00	0.00	1.00	2.00
ENSG00000227354.2	1359.17	13.00	18.00	37.00	33.00
ENSG00000227359.1	561.00	4.00	10.00	22.00	26.00
ENSG00000227368.1	547.00	0.00	1.00	0.00	0.00
ENSG00000227370.1	456.00	0.00	2.00	0.00	1.00
ENSG00000227372.6	3225.98	699.00	695.00	641.00	590.00
ENSG00000227373.1	361.00	0.00	1.00	1.00	1.00
ENSG00000227374.1	495.00	0.00	1.00	0.00	0.00
ENSG00000227375.1	1694.00	2.00	1.00	3.00	3.00
ENSG00000227376.1	552.00	2.00	1.00	3.00	3.02
ENSG00000227379.2	492.00	2.00	0.00	2.00	1.00
ENSG00000227382.1	1070.00	0.00	2.00	0.00	1.00
ENSG00000227388.2	514.13	11.00	13.00	8.00	8.00
ENSG00000227394.1	582.00	1.00	3.00	2.00	2.00
ENSG00000227398.3	4898.00	37.00	25.00	29.00	22.00
ENSG00000227403.1	1386.35	17.00	39.00	35.00	53.00
ENSG00000227407.1	529.00	1.00	2.00	1.00	1.00
ENSG00000227431.1	444.50	0.00	0.00	1.00	0.00
ENSG00000227436.1	571.00	0.00	0.00	0.00	0.00
ENSG00000227437.1	627.00	0.00	1.00	0.00	1.00
ENSG00000227450.2	1357.00	12.00	18.00	22.00	15.00
ENSG00000227456.3	970.16	4.00	0.00	1.00	4.00
ENSG00000227471.4	1617.33	1.00	1.08	2.04	0.00
ENSG00000227477.1	2065.00	10.00	5.00	21.00	20.00
ENSG00000227479.1	429.00	1.00	0.00	0.00	0.00
ENSG00000227482.1	1223.00	16.00	13.00	17.00	17.00
ENSG00000227492.1	846.00	1.00	0.00	1.00	3.00
ENSG00000227496.1	1530.00	0.00	0.00	2.00	1.00
ENSG00000227500.5	2100.05	1000.46	1001.69	1510.87	1568.16
ENSG00000227502.2	2755.00	161.00	128.00	267.00	276.00
ENSG00000227507.2	897.00	6.00	1.00	0.00	1.00
ENSG00000227518.2	2923.00	6.83	6.00	1.29	4.20
ENSG00000227533.1	1601.13	25.00	26.00	33.00	21.00
ENSG00000227536.1	1566.00	5.00	5.00	4.00	11.00
ENSG00000227540.1	762.00	17.00	15.00	19.00	16.00
ENSG00000227541.1	688.00	0.00	0.00	0.00	1.00
ENSG00000227542.1	909.00	15.00	8.00	19.00	18.00
ENSG00000227543.3	1290.67	3.00	2.00	2.00	6.00
ENSG00000227544.4	1160.60	0.00	2.00	0.00	0.00
ENSG00000227558.4	859.00	0.00	1.00	0.00	1.00
ENSG00000227560.1	390.00	3.00	2.00	1.00	0.00
ENSG00000227568.1	740.00	6.00	11.00	24.83	16.51
ENSG00000227583.1	745.00	2.00	0.00	1.00	0.00
ENSG00000227589.1	754.00	0.00	2.00	1.00	0.00
ENSG00000227598.1	385.00	2.00	2.00	3.00	4.00
ENSG00000227603.1	691.00	6.00	3.00	13.00	10.00
ENSG00000227615.1	399.00	10.13	9.08	12.17	11.10
ENSG00000227617.4	2890.00	1.00	1.00	1.00	1.00
ENSG00000227619.1	2449.00	16.00	16.00	15.00	9.00
ENSG00000227627.1	663.00	19.00	17.00	7.00	16.00
ENSG00000227630.2	3793.00	16.00	24.00	17.00	13.00
ENSG00000227632.2	618.00	3.41	10.89	2.15	4.86
ENSG00000227634.1	497.00	0.00	0.00	1.00	0.00
ENSG00000227646.3	816.00	1.00	0.00	2.00	0.00
ENSG00000227666.1	316.00	6.00	2.00	2.00	5.00
ENSG00000227671.3	910.44	525.99	525.00	613.90	627.00
ENSG00000227674.1	1878.00	28.00	25.00	37.00	62.00
