symbol	length	Control_D0	Control_D1	AATF_D0	AATF_D1
ENSG00000256069.3	1715.00	1.00	0.00	0.00	0.00
ENSG00000256073.2	816.00	29.00	41.00	39.00	32.00
ENSG00000256084.1	640.00	0.00	0.00	1.00	0.00
ENSG00000256087.2	2835.49	234.48	220.40	280.22	284.32
ENSG00000256092.2	1413.33	19.00	8.00	8.00	15.00
ENSG00000256116.1	923.00	7.00	5.00	4.00	5.00
ENSG00000256139.2	910.00	8.00	6.00	5.00	8.00
ENSG00000256142.1	1345.00	0.00	0.00	21.46	20.86
ENSG00000256162.2	2512.00	1531.00	1231.00	689.00	696.00
ENSG00000256167.1	1489.50	0.00	0.00	2.00	0.00
ENSG00000256185.1	172.00	0.00	0.00	0.00	2.00
ENSG00000256188.1	1687.00	2.00	3.00	1.00	3.00
ENSG00000256196.1	864.00	2.00	0.00	1.00	3.00
ENSG00000256204.1	409.00	1.00	1.00	0.00	0.00
ENSG00000256206.2	1221.00	4.93	4.22	11.33	4.51
ENSG00000256210.2	469.00	0.00	1.02	0.00	1.02
ENSG00000256223.1	3238.95	112.00	94.00	133.00	149.00
ENSG00000256225.1	1407.00	20.96	24.02	41.57	28.80
ENSG00000256229.3	2966.53	37.00	22.00	45.00	37.00
ENSG00000256232.1	868.00	0.00	0.00	1.00	0.00
ENSG00000256235.1	2332.00	0.00	0.00	0.00	0.00
ENSG00000256238.1	3133.00	35.18	23.12	29.10	27.17
ENSG00000256261.1	1699.00	1.73	0.00	0.00	0.05
ENSG00000256262.1	656.00	1.00	0.00	0.00	1.00
ENSG00000256269.2	1352.92	378.00	321.00	347.00	343.00
ENSG00000256271.1	609.00	0.00	0.00	1.00	0.00
ENSG00000256274.1	927.00	1.00	0.00	1.00	1.00
ENSG00000256294.3	2497.31	56.00	40.00	73.00	63.00
ENSG00000256299.1	317.00	0.00	0.00	3.00	0.00
ENSG00000256304.1	2215.00	1.00	2.00	3.00	5.00
ENSG00000256309.1	1464.00	260.09	313.05	261.86	270.93
ENSG00000256325.1	374.00	2.00	0.00	2.00	0.00
ENSG00000256338.1	305.00	0.00	1.00	0.00	0.00
ENSG00000256340.4	1932.46	971.58	1003.33	632.99	657.32
ENSG00000256341.1	575.00	1.00	3.00	0.00	0.00
ENSG00000256356.1	2069.00	1.00	1.00	3.00	2.00
ENSG00000256360.1	383.00	0.00	0.00	1.00	0.00
ENSG00000256361.1	433.00	0.00	2.00	0.00	0.00
ENSG00000256377.1	824.33	0.00	1.00	0.00	0.00
ENSG00000256383.1	1487.00	0.00	0.00	0.00	0.00
ENSG00000256390.1	2055.00	87.53	112.46	105.15	89.99
ENSG00000256407.1	2382.00	0.00	1.39	0.00	1.68
ENSG00000256433.1	724.00	10.00	6.00	9.00	7.00
ENSG00000256436.1	1021.00	1.00	2.00	2.00	2.00
ENSG00000256442.1	532.00	0.00	0.00	0.00	0.00
ENSG00000256443.1	1831.00	4.00	4.00	4.00	6.00
ENSG00000256453.1	1605.00	8.00	3.00	5.00	6.00
ENSG00000256464.1	713.00	0.00	0.00	1.00	2.00
ENSG00000256500.5	2505.00	54.00	115.10	117.53	126.72
ENSG00000256514.1	711.00	34.43	28.03	58.58	48.24
ENSG00000256525.2	1053.54	230.00	188.00	261.00	227.00
ENSG00000256528.1	1985.00	12.91	14.12	5.32	4.99
ENSG00000256533.1	1060.00	0.00	0.00	1.00	0.00
ENSG00000256537.1	202.00	0.00	3.00	0.00	0.00
ENSG00000256538.1	794.00	0.00	0.00	1.00	2.00
ENSG00000256545.1	1972.00	0.00	28.78	0.00	0.00
ENSG00000256546.1	860.20	23.00	22.00	25.00	10.00
ENSG00000256552.2	369.00	1.00	1.00	0.00	1.00
ENSG00000256566.1	823.00	7.78	6.63	23.75	23.66
ENSG00000256574.2	1759.33	1.00	0.00	0.00	0.00
ENSG00000256576.1	1477.00	0.00	1.00	0.00	0.00
ENSG00000256579.1	360.00	0.00	2.00	0.00	0.00
ENSG00000256588.1	630.00	1.00	0.00	0.00	0.00
ENSG00000256591.1	506.58	203.58	125.63	216.27	210.45
ENSG00000256594.3	1815.87	67.00	66.00	74.00	57.00
ENSG00000256599.1	1580.00	0.00	44.76	61.63	22.77
ENSG00000256603.1	586.00	1.00	0.00	0.00	0.00
ENSG00000256604.1	916.00	4.00	1.00	0.00	1.00
ENSG00000256612.3	1376.67	2.00	1.00	0.00	0.00
ENSG00000256616.2	1703.09	2.14	0.00	0.00	4.17
ENSG00000256625.1	983.00	0.00	0.00	2.04	1.02
ENSG00000256628.2	2743.00	20.00	9.00	16.00	21.00
ENSG00000256646.3	2430.00	147.24	79.44	155.08	150.84
ENSG00000256651.1	943.00	7.00	1.00	9.00	3.00
ENSG00000256663.1	1423.00	75.32	79.33	52.33	35.18
ENSG00000256664.1	439.00	94.93	62.16	139.42	115.96
ENSG00000256667.2	1514.18	27.00	26.00	39.00	42.00
ENSG00000256671.5	957.00	1.51	1.75	0.00	0.00
ENSG00000256673.1	400.00	0.00	0.00	0.00	0.00
ENSG00000256682.1	940.00	2.00	2.00	3.00	1.18
ENSG00000256683.2	1718.10	95.00	85.00	152.00	133.00
ENSG00000256690.1	561.00	0.00	1.00	1.00	0.00
ENSG00000256712.1	385.00	0.00	0.00	1.00	0.00
ENSG00000256720.1	508.00	0.00	0.00	1.00	1.00
ENSG00000256731.1	1232.00	0.00	0.00	0.00	1.00
ENSG00000256742.1	544.00	9.00	5.00	7.00	13.00
ENSG00000256745.1	549.00	2.05	0.00	1.02	2.04
ENSG00000256747.1	679.00	0.00	1.00	0.00	1.00
ENSG00000256771.2	2653.24	186.00	142.00	189.00	178.00
ENSG00000256786.1	651.00	0.00	1.01	0.00	1.96
ENSG00000256802.2	973.96	2.00	4.00	0.00	5.00
ENSG00000256806.1	1557.00	150.35	89.74	89.82	81.28
ENSG00000256812.1	1016.00	1.00	1.00	3.00	2.00
ENSG00000256824.1	650.00	0.22	0.00	0.00	1.00
ENSG00000256845.1	1911.00	1.00	0.00	1.00	4.00
ENSG00000256861.1	2748.00	6.46	20.06	0.00	0.00
ENSG00000256863.1	448.00	0.00	1.00	0.00	0.00
ENSG00000256885.1	654.00	0.00	1.00	4.00	3.00
ENSG00000256894.1	501.00	0.00	0.00	0.00	0.00
ENSG00000256902.1	536.00	0.00	1.00	0.00	0.00
ENSG00000256913.1	2494.00	0.00	0.00	0.00	2.00
ENSG00000256937.1	863.00	0.00	1.00	0.00	0.00
ENSG00000256940.1	406.70	0.00	1.00	3.00	4.00
ENSG00000256950.2	968.50	0.00	0.00	4.01	0.00
ENSG00000256966.2	717.00	1.91	0.00	0.00	1.40
ENSG00000256967.1	741.90	8.00	9.00	7.00	7.00
ENSG00000256969.1	490.00	0.00	0.00	0.00	0.00
ENSG00000256973.1	738.00	8.00	8.00	14.00	12.00
ENSG00000256977.6	837.10	1.97	2.00	2.27	4.64
ENSG00000256981.1	910.00	2.00	0.00	2.00	0.00
ENSG00000256989.1	764.00	8.89	18.68	3.18	10.46
ENSG00000257017.4	1119.57	8248.00	6874.55	11692.83	10833.52
ENSG00000257023.1	862.00	0.00	0.00	1.00	1.00
ENSG00000257026.1	1279.00	85.04	61.24	88.25	94.55
ENSG00000257027.1	2508.00	48.00	51.00	66.00	55.00
ENSG00000257028.1	1688.00	10.00	21.00	18.00	15.00
ENSG00000257038.1	1695.00	0.00	1.00	0.00	0.00
ENSG00000257052.1	810.00	5.00	0.00	3.00	2.00
ENSG00000257057.1	552.00	0.00	1.00	0.00	0.00
ENSG00000257060.2	579.13	0.00	0.00	1.00	2.00
ENSG00000257073.1	1251.00	11.17	53.63	0.00	0.00
ENSG00000257086.1	853.00	11.00	15.00	17.00	9.00
ENSG00000257088.2	1655.00	0.00	0.00	0.00	0.00
ENSG00000257093.2	7296.00	736.00	698.00	883.00	750.00
ENSG00000257103.4	2849.61	2474.00	1954.00	2814.00	2738.25
ENSG00000257108.1	2071.00	16.00	20.00	14.00	6.00
ENSG00000257122.1	1698.58	105.69	102.35	162.10	153.01
ENSG00000257135.1	804.81	7.00	5.00	6.00	9.00
ENSG00000257139.1	578.00	0.00	6.00	5.00	2.00
ENSG00000257151.1	4618.00	465.00	424.00	547.00	574.00
ENSG00000257167.2	3357.00	64.00	49.00	45.00	43.00
ENSG00000257175.2	2254.00	0.00	1.00	2.00	1.00
ENSG00000257176.1	2380.00	21.00	18.00	27.00	18.00
ENSG00000257207.4	3202.00	25.76	19.42	26.11	16.33
ENSG00000257210.1	481.00	0.00	0.00	1.00	0.00
ENSG00000257218.1	2049.41	339.00	271.00	380.00	391.00
ENSG00000257219.1	813.00	1.00	0.00	0.00	0.00
ENSG00000257225.1	2791.00	1.00	0.00	1.00	0.00
ENSG00000257227.3	595.00	20.86	0.00	0.00	0.00
ENSG00000257231.1	266.00	1.00	0.00	0.00	0.00
ENSG00000257242.2	456.00	0.00	0.00	2.00	1.00
ENSG00000257243.1	541.00	1.00	2.00	4.00	5.00
ENSG00000257246.1	754.00	1.00	0.00	1.00	0.00
ENSG00000257252.1	476.64	4.00	3.00	3.00	3.00
ENSG00000257261.1	366.91	18.00	12.00	29.00	10.00
ENSG00000257264.2	676.00	1.41	2.01	1.35	3.84
ENSG00000257267.1	3512.02	370.00	301.00	485.00	448.00
ENSG00000257272.1	601.00	0.00	0.00	1.00	0.00
ENSG00000257279.1	4196.00	3.00	3.00	14.00	10.00
ENSG00000257285.1	573.50	1.00	0.00	0.00	0.00
ENSG00000257298.1	4713.00	2.00	0.00	2.00	2.00
ENSG00000257303.1	399.00	4.00	2.00	2.00	3.00
ENSG00000257307.1	709.00	1.14	0.00	0.00	1.00
ENSG00000257315.1	4250.00	507.85	374.36	556.98	513.68
ENSG00000257322.1	550.50	2.00	1.00	3.00	0.00
ENSG00000257327.1	674.00	2.00	1.00	1.00	2.00
ENSG00000257335.4	8903.51	16.00	3.00	5.00	5.00
ENSG00000257337.2	1778.86	27.00	22.00	32.00	35.00
ENSG00000257341.1	678.00	0.00	3.00	2.00	2.88
ENSG00000257345.2	898.00	116.00	89.00	107.00	105.00
ENSG00000257354.1	555.00	1.00	1.00	5.00	7.00
ENSG00000257355.1	542.00	2.33	0.00	2.93	1.66
ENSG00000257365.3	2763.49	508.49	418.74	456.76	437.56
ENSG00000257366.1	1459.00	0.00	0.00	0.94	0.33
ENSG00000257379.1	1571.00	30.66	15.45	25.10	16.67
ENSG00000257381.2	677.00	29.59	19.99	29.65	19.16
ENSG00000257390.1	914.20	4.46	0.00	0.00	0.00
ENSG00000257391.1	2118.00	3.00	0.00	1.19	1.00
ENSG00000257408.1	813.00	0.00	0.00	0.00	1.00
ENSG00000257433.1	372.13	0.00	0.00	1.00	2.00
ENSG00000257443.1	555.00	1.00	0.00	1.00	0.00
ENSG00000257446.2	1734.00	22.67	10.00	16.18	19.42
ENSG00000257467.1	815.20	0.00	0.00	0.00	0.00
ENSG00000257475.2	536.00	0.00	0.00	0.00	1.00
ENSG00000257489.2	787.74	29.74	32.55	35.37	27.94
ENSG00000257496.1	562.00	0.00	0.00	0.00	1.00
ENSG00000257497.1	812.00	14.00	6.00	5.00	5.00
ENSG00000257499.2	1795.00	1.00	1.00	2.48	1.27
ENSG00000257509.1	529.00	2.00	2.00	1.00	1.00
ENSG00000257511.1	1005.00	7.00	11.00	8.00	14.00
ENSG00000257512.1	1133.00	18.00	9.00	24.00	23.00
ENSG00000257513.3	828.00	0.00	0.00	0.00	0.00
ENSG00000257524.1	1071.00	16.40	28.90	5.48	15.91
ENSG00000257527.1	543.00	0.00	0.00	0.00	0.00
ENSG00000257529.1	572.00	5.93	4.81	21.72	4.17
ENSG00000257534.1	754.00	0.00	0.00	1.00	1.00
ENSG00000257539.2	1805.00	0.00	0.00	2.00	0.00
ENSG00000257542.4	933.00	0.00	0.00	0.00	1.00
ENSG00000257551.1	563.00	0.00	0.00	0.00	0.00
ENSG00000257557.1	1190.00	4.00	6.00	1.00	2.00
ENSG00000257563.1	1459.00	0.00	0.00	0.94	0.33
ENSG00000257576.1	1702.00	7.70	6.25	9.36	10.07
ENSG00000257591.1	1574.56	31.37	34.90	47.10	29.82
ENSG00000257594.2	5399.00	191.50	189.93	316.54	286.63
ENSG00000257595.2	261.50	0.00	0.00	0.00	0.00
ENSG00000257605.1	637.00	0.00	1.00	1.00	0.00
ENSG00000257607.1	1562.00	1.00	1.00	1.00	2.00
ENSG00000257613.1	629.00	0.00	0.00	0.00	1.00
ENSG00000257621.3	2182.69	600.44	497.00	638.93	643.78
ENSG00000257622.1	535.00	0.00	1.60	0.00	1.00
ENSG00000257660.1	439.00	2.00	1.00	3.00	3.00
ENSG00000257663.1	647.00	0.00	0.00	2.00	1.00
ENSG00000257671.1	1693.00	1.00	0.00	1.00	0.00
ENSG00000257674.1	1650.00	0.00	0.00	1.00	3.00
ENSG00000257681.1	738.00	5.00	4.00	5.00	6.00
ENSG00000257683.1	497.00	0.00	1.00	0.00	0.00
ENSG00000257696.1	418.00	1.00	0.00	0.00	0.00
ENSG00000257698.1	570.35	41.00	26.00	40.00	39.00
ENSG00000257702.3	1926.62	233.00	204.00	188.00	175.00
ENSG00000257704.2	838.00	13.00	17.00	18.00	11.00
ENSG00000257715.1	656.00	0.00	0.00	1.00	0.00
ENSG00000257718.1	526.00	0.00	0.00	1.00	0.00
ENSG00000257727.1	710.13	1268.69	1079.82	1327.23	1202.00
ENSG00000257732.1	701.00	0.00	0.00	0.00	0.00
ENSG00000257742.1	5008.00	294.00	213.00	261.00	255.00
ENSG00000257743.4	3784.00	6.00	7.00	1.00	1.00
ENSG00000257752.1	703.00	1.00	1.00	4.00	3.00
ENSG00000257764.2	599.00	1.00	0.00	0.00	1.00
ENSG00000257773.1	1110.00	5.00	1.04	4.81	2.13
ENSG00000257800.1	1994.00	38.00	41.00	52.00	51.00
ENSG00000257803.2	1454.00	0.00	0.00	2.00	4.00
ENSG00000257815.1	604.80	24.00	19.00	32.00	23.00
ENSG00000257817.1	1330.00	2.00	2.00	1.00	0.00
ENSG00000257818.1	1089.00	0.00	1.00	3.00	1.00
ENSG00000257831.1	975.00	0.00	0.00	0.00	0.00
ENSG00000257838.1	1936.50	0.00	0.00	0.00	0.00
ENSG00000257839.1	779.00	1.00	1.00	6.00	4.00
ENSG00000257851.2	1138.00	0.80	4.00	3.00	2.00
ENSG00000257875.1	493.00	0.00	1.00	1.00	0.00
ENSG00000257877.1	569.00	0.00	0.00	0.00	1.00
ENSG00000257878.1	862.00	0.00	6.00	0.00	0.00
ENSG00000257883.1	876.00	0.00	1.00	1.00	1.00
ENSG00000257893.2	1188.00	0.00	0.00	1.00	0.00
ENSG00000257894.1	678.67	0.00	0.00	0.00	0.00
ENSG00000257913.1	1603.33	56.00	47.00	51.00	34.00
ENSG00000257918.1	809.00	2.00	1.00	0.00	1.00
ENSG00000257921.1	332.00	0.00	0.00	0.00	1.59
ENSG00000257923.5	2961.69	803.00	716.00	1021.00	874.00
ENSG00000257931.2	532.00	0.00	0.00	0.00	2.00
ENSG00000257941.1	578.00	1.00	1.00	0.00	0.00
ENSG00000257949.2	971.83	90.38	81.60	67.11	69.70
ENSG00000257950.3	5905.00	1.39	0.00	1.36	0.00
ENSG00000257954.1	647.00	1.00	1.00	1.00	0.00
ENSG00000257964.1	570.00	0.00	0.00	0.00	0.00
ENSG00000257977.1	614.00	0.00	28.80	2.48	0.00
ENSG00000257989.1	512.00	0.00	1.00	0.00	0.00
ENSG00000257999.1	641.00	1.00	4.00	0.00	1.00
ENSG00000258010.2	1777.00	0.00	0.00	0.00	2.00
ENSG00000258011.2	324.00	1.00	0.00	0.00	0.00
ENSG00000258016.1	275.00	0.00	0.00	0.00	0.00
ENSG00000258017.1	354.99	2.00	2.00	1.00	2.00
ENSG00000258033.1	1256.00	0.00	0.00	1.00	1.00
ENSG00000258056.1	1274.00	22.00	14.00	23.00	33.00
ENSG00000258057.1	852.83	8.00	4.00	16.00	12.00
ENSG00000258077.2	748.00	0.00	0.00	0.00	1.00
ENSG00000258082.1	846.00	0.00	0.00	2.00	0.00
ENSG00000258088.1	742.00	0.00	0.00	0.00	0.00
ENSG00000258096.1	627.00	0.00	1.00	2.00	1.00
ENSG00000258099.1	485.00	1.00	1.00	0.00	0.00
ENSG00000258114.1	526.00	3.00	2.00	2.00	0.00
ENSG00000258128.2	1372.50	0.00	1.00	0.00	0.00
ENSG00000258130.3	1693.00	0.00	0.50	2.00	0.50
ENSG00000258136.1	1123.50	0.00	0.00	0.00	0.00
ENSG00000258150.1	1693.00	0.00	0.50	0.00	0.50
ENSG00000258168.1	979.78	50.00	32.00	70.00	92.00
ENSG00000258169.1	3722.00	2.00	2.00	0.00	0.00
ENSG00000258199.1	403.00	2.00	4.00	4.00	3.00
ENSG00000258210.1	946.00	10.40	2.69	19.97	19.06
ENSG00000258230.2	308.00	1.00	0.00	0.00	2.00
ENSG00000258232.2	680.00	0.00	0.00	0.00	0.00
ENSG00000258285.1	1053.00	1.00	1.00	1.00	2.00
ENSG00000258289.3	817.76	498.84	426.54	576.32	562.85
ENSG00000258292.1	393.00	0.00	0.00	0.00	0.00
ENSG00000258297.1	1446.68	97.48	85.11	128.25	127.71
ENSG00000258300.2	384.00	0.00	0.00	0.00	0.00
ENSG00000258301.2	1489.92	78.00	65.00	62.00	65.00
ENSG00000258302.1	854.00	1.00	0.00	0.00	0.00
ENSG00000258303.1	779.00	0.00	0.00	0.00	0.00
ENSG00000258311.1	3382.00	58.24	60.56	57.56	43.29
ENSG00000258315.1	874.29	196.00	175.13	270.00	245.00
ENSG00000258317.1	720.50	0.00	1.00	0.00	0.00
ENSG00000258325.1	419.59	5.00	7.00	1.00	6.00
ENSG00000258354.1	1459.00	0.00	0.00	0.94	0.33
ENSG00000258359.1	511.00	3.00	1.00	0.00	4.00
ENSG00000258365.1	501.24	8.00	8.00	5.00	4.00
ENSG00000258366.3	1883.70	556.38	598.22	625.69	506.49
ENSG00000258377.1	2469.00	1.00	0.00	0.00	0.00
ENSG00000258384.1	1858.00	0.00	0.00	2.00	1.00
ENSG00000258388.3	1111.05	55.45	63.09	86.39	81.75
ENSG00000258404.1	454.00	1.00	0.00	4.00	3.00
ENSG00000258405.5	1631.50	0.00	1.00	1.00	0.00
ENSG00000258410.1	572.00	0.00	0.00	1.00	1.00
ENSG00000258414.1	738.00	3.00	0.00	1.00	0.00
ENSG00000258427.3	525.00	2.00	1.00	1.00	1.00
ENSG00000258429.1	1158.00	51.53	23.60	31.40	14.77
ENSG00000258430.1	663.00	10.00	11.00	10.00	5.00
ENSG00000258441.1	4795.11	236.00	230.00	314.00	272.00
ENSG00000258445.3	618.00	0.00	0.00	0.00	0.00
ENSG00000258446.1	303.00	0.00	0.00	0.00	0.00
ENSG00000258450.1	401.00	0.00	1.00	0.00	0.00
ENSG00000258454.1	520.00	0.00	0.00	2.00	2.00
ENSG00000258457.1	738.74	10.00	9.00	15.00	26.00
ENSG00000258458.1	662.00	0.00	1.00	0.00	1.00
ENSG00000258460.1	447.00	16.00	22.00	12.00	15.00
ENSG00000258461.1	3386.81	32.07	39.79	34.47	30.10
ENSG00000258465.2	914.00	4.54	0.00	3.26	1.61
ENSG00000258466.1	451.50	0.00	0.00	0.00	0.00
ENSG00000258469.1	588.00	0.00	1.00	0.00	3.00
ENSG00000258472.4	2103.00	32.69	30.93	22.73	18.65
ENSG00000258474.1	550.00	8.00	10.00	40.00	37.00
ENSG00000258479.1	392.00	0.00	0.00	1.00	1.00
ENSG00000258486.2	297.00	371.89	802.12	634.34	335.90
ENSG00000258498.2	1187.85	0.00	1.00	3.00	0.00
ENSG00000258512.1	639.00	7.00	5.00	7.00	9.00
ENSG00000258525.1	698.89	9.00	9.00	10.00	5.00
ENSG00000258526.1	857.00	0.00	1.00	2.00	4.00
ENSG00000258527.1	793.00	6.00	1.00	3.00	6.00
ENSG00000258529.1	1396.67	0.00	4.69	0.00	0.00
ENSG00000258534.1	582.00	4.00	2.00	2.00	2.00
ENSG00000258539.1	3422.00	4.25	3.60	3.66	2.53
ENSG00000258545.1	2102.00	10.00	8.00	10.00	8.00
ENSG00000258555.2	6204.00	0.00	10.90	0.00	15.01
ENSG00000258559.2	1367.00	59.13	49.76	68.69	53.48
ENSG00000258561.1	286.00	2.00	2.00	0.00	2.00
ENSG00000258565.1	1130.00	1.00	2.00	5.00	0.00
ENSG00000258568.1	579.00	3.17	9.00	8.19	7.12
ENSG00000258572.1	993.00	5.00	1.00	0.00	0.00
ENSG00000258588.2	2521.89	0.00	0.00	0.00	6.59
ENSG00000258590.1	979.00	0.00	0.00	1.00	1.00
ENSG00000258591.2	366.00	3.00	2.00	1.00	0.00
ENSG00000258593.2	1045.00	3.00	4.00	4.00	2.00
ENSG00000258597.1	721.00	0.00	0.00	0.00	0.00
ENSG00000258599.2	578.00	0.00	0.00	0.00	1.00
ENSG00000258603.1	514.00	1.00	0.00	0.00	0.00
ENSG00000258604.1	475.60	13.00	15.00	9.64	9.00
ENSG00000258608.1	351.00	0.00	0.00	2.13	0.00
ENSG00000258610.1	721.00	0.00	1.35	0.00	0.00
ENSG00000258612.1	416.00	0.00	0.00	2.00	1.00
ENSG00000258634.2	4216.00	126.00	113.00	133.00	134.00
ENSG00000258640.3	472.00	1.00	1.00	1.00	0.00
ENSG00000258643.1	880.10	69.69	59.07	79.49	51.46
ENSG00000258644.1	318.00	8.32	4.64	4.47	0.00
ENSG00000258645.2	306.00	3.02	2.02	0.00	4.03
ENSG00000258646.1	489.00	0.00	1.00	0.00	2.00
ENSG00000258651.1	500.00	3.00	4.00	6.00	3.00
ENSG00000258653.3	3695.00	0.00	0.00	12.41	2.85
ENSG00000258655.1	1375.00	24.00	34.00	59.00	70.00
ENSG00000258658.1	399.00	0.00	1.00	1.00	1.00
ENSG00000258659.2	933.00	9.00	6.00	13.00	2.41
ENSG00000258664.1	396.00	34.07	18.03	61.96	66.35
ENSG00000258674.5	1085.50	7.62	5.86	6.74	0.00
ENSG00000258677.2	776.00	27.35	1.37	27.73	20.59
ENSG00000258682.1	576.00	1.00	0.00	2.00	0.00
ENSG00000258692.2	3120.00	0.00	0.00	1.00	1.00
ENSG00000258695.2	519.00	1.00	2.00	1.00	2.00
ENSG00000258700.1	571.00	0.00	2.00	2.00	0.00
ENSG00000258701.1	2518.00	16.00	26.00	19.00	15.00
ENSG00000258702.1	3030.00	0.00	0.00	1.00	1.00
ENSG00000258704.1	578.51	34.00	35.00	52.00	56.00
ENSG00000258708.1	1924.00	52.00	53.00	52.00	64.00
ENSG00000258712.2	1089.00	0.00	0.00	1.00	0.00
ENSG00000258714.2	419.00	1.00	1.00	0.00	0.00
ENSG00000258717.1	722.00	1.00	0.00	0.00	0.00
ENSG00000258724.1	1753.00	0.00	0.06	0.00	0.00
ENSG00000258725.1	847.00	4.00	2.00	6.00	4.00
ENSG00000258727.1	3243.00	49.00	44.00	63.00	55.00
ENSG00000258733.1	646.67	0.00	0.00	0.00	0.00
ENSG00000258735.1	2056.00	0.00	1.00	1.00	0.00
ENSG00000258738.1	2117.00	109.00	93.00	120.00	137.00
ENSG00000258741.2	427.50	0.00	1.07	0.00	0.00
ENSG00000258744.1	698.00	3.00	3.00	5.00	1.00
ENSG00000258768.2	3829.00	26.00	30.67	29.00	33.00
ENSG00000258780.1	1141.00	3.24	4.65	5.27	4.07
ENSG00000258781.2	602.00	0.00	0.00	0.00	0.00
ENSG00000258790.1	3857.00	402.61	257.63	373.77	415.52
ENSG00000258791.3	722.28	0.00	2.00	7.00	5.00
ENSG00000258792.1	511.33	0.00	0.00	0.00	0.00
ENSG00000258793.1	738.00	0.00	0.00	0.00	0.00
ENSG00000258811.1	3254.00	3.00	2.00	3.00	3.00
ENSG00000258813.1	494.00	0.00	0.00	0.00	0.00
ENSG00000258818.2	1605.80	3139.44	2827.54	3141.86	3451.94
ENSG00000258821.1	412.00	3.00	2.00	1.00	3.00
ENSG00000258824.2	550.00	0.00	0.00	1.00	3.00
ENSG00000258830.1	2107.00	0.00	0.00	0.00	0.00
ENSG00000258838.1	3411.00	20.86	19.14	20.17	18.78
ENSG00000258839.2	3142.88	175.47	163.54	199.81	153.01
ENSG00000258857.1	501.00	0.00	0.00	1.00	0.00
ENSG00000258867.1	529.57	140.00	137.00	137.00	91.00
ENSG00000258872.2	1013.00	0.00	0.00	1.00	1.00
ENSG00000258875.1	541.00	0.00	0.00	0.00	0.00
ENSG00000258881.2	4170.00	8.51	4.75	6.29	6.68
ENSG00000258884.1	384.00	0.00	0.00	0.00	0.00
ENSG00000258890.2	1654.77	834.00	707.00	920.00	882.00
ENSG00000258891.1	3548.00	0.00	0.00	0.00	1.19
ENSG00000258896.1	349.00	1.00	0.00	0.00	0.00
ENSG00000258897.1	308.00	1.00	0.00	4.00	1.00
ENSG00000258900.1	766.00	5.00	1.00	5.00	3.00
ENSG00000258904.1	533.00	0.00	2.00	1.00	1.00
ENSG00000258919.1	539.00	2.00	1.00	7.00	3.00
ENSG00000258920.1	1077.00	11.00	7.00	9.00	10.00
ENSG00000258922.1	464.00	0.00	4.00	0.00	0.00
ENSG00000258924.4	1050.00	0.00	0.00	0.00	0.00
ENSG00000258929.2	2301.00	2.00	1.00	7.00	4.00
ENSG00000258938.1	2867.00	7.00	7.00	6.00	7.00
ENSG00000258940.2	1359.00	9.00	4.00	22.00	12.00
ENSG00000258941.2	4350.24	319.68	309.76	488.55	418.56
ENSG00000258944.1	777.00	3.00	3.00	1.00	2.00
ENSG00000258946.1	1345.67	1.00	0.00	0.00	0.00
ENSG00000258947.2	1462.35	1232.24	1257.04	1322.51	993.12
ENSG00000258957.1	972.33	0.00	0.00	0.00	0.00
ENSG00000258964.1	720.00	7.25	7.85	10.41	15.34
ENSG00000258967.1	300.00	0.00	1.38	2.73	3.72
ENSG00000258976.1	603.00	1.00	0.00	1.00	1.00
ENSG00000258982.1	331.00	0.00	1.00	0.00	1.00
ENSG00000258984.1	1926.50	0.00	8.18	0.00	0.00
ENSG00000258988.1	1266.00	0.00	0.00	0.00	0.00
ENSG00000258989.1	779.00	0.00	0.00	0.00	0.00
ENSG00000258999.1	601.00	3.00	0.00	3.00	2.00
ENSG00000259001.2	333.00	0.00	18.00	1.00	3.00
ENSG00000259005.1	589.00	2.00	4.00	3.00	1.00
ENSG00000259006.1	985.00	2.00	0.00	3.00	1.00
ENSG00000259022.2	372.00	0.00	0.00	0.00	0.00
ENSG00000259024.2	2768.93	560.46	500.83	487.27	460.19
ENSG00000259030.2	4318.04	10.25	10.65	31.62	26.22
ENSG00000259032.2	352.00	0.00	0.00	3.03	0.00
ENSG00000259033.1	448.00	0.00	0.00	1.00	0.00
ENSG00000259039.1	708.00	1.00	0.00	1.00	3.00
ENSG00000259040.3	3030.00	0.00	0.00	0.00	36.74
ENSG00000259049.1	898.00	0.00	0.00	3.00	3.00
ENSG00000259050.2	1090.00	0.00	0.00	0.00	0.00
ENSG00000259051.1	333.00	3.00	3.00	1.00	4.00
ENSG00000259062.1	537.00	0.00	0.00	0.00	0.00
ENSG00000259065.1	538.00	1.00	1.00	2.00	2.00
ENSG00000259066.1	555.67	0.00	0.00	0.00	0.00
ENSG00000259070.1	3644.00	1.00	1.00	1.00	4.00
ENSG00000259071.1	446.00	1.00	2.00	2.00	0.00
ENSG00000259075.2	5436.00	110.99	76.90	25.52	48.46
ENSG00000259078.2	1601.00	1.00	0.00	2.00	1.00
ENSG00000259080.1	1741.00	8.03	1.65	14.53	6.69
ENSG00000259081.1	505.50	1.00	0.00	0.00	0.00
ENSG00000259083.1	530.00	0.00	0.00	0.00	0.00
ENSG00000259086.2	445.00	11.83	5.60	11.46	4.76
ENSG00000259088.1	448.00	5.00	2.00	8.00	6.00
ENSG00000259098.1	711.00	0.00	0.00	0.00	0.00
