symbol	length	Control_D0	Control_D1	ASCC1_D0	ASCC1_D1
ENSG00000231574.1	1687.02	4.00	3.00	82.00	81.00
ENSG00000231579.3	635.00	2.25	3.30	2.75	2.20
ENSG00000231584.4	847.00	0.00	1.20	0.00	0.00
ENSG00000231595.1	1537.00	8.00	9.00	4.00	10.00
ENSG00000231607.4	1184.76	35.00	22.00	25.00	18.00
ENSG00000231609.1	949.75	2.00	4.00	1.00	0.00
ENSG00000231611.1	598.00	4.00	3.00	3.00	5.00
ENSG00000231612.1	447.00	0.00	0.00	0.00	0.00
ENSG00000231615.2	1337.00	0.00	0.00	2.00	0.00
ENSG00000231625.4	1150.00	2.00	4.00	3.00	1.00
ENSG00000231632.1	445.00	0.00	0.00	1.00	3.00
ENSG00000231636.1	407.00	0.00	0.00	0.00	0.00
ENSG00000231638.1	2916.00	0.00	0.00	2.00	0.00
ENSG00000231646.1	689.00	3.00	4.00	5.00	8.00
ENSG00000231651.1	395.00	0.00	0.00	0.00	1.00
ENSG00000231652.2	1973.00	0.00	0.00	1.00	2.00
ENSG00000231663.1	575.00	2.00	4.00	0.00	9.00
ENSG00000231665.1	1592.00	1.00	0.00	1.00	0.00
ENSG00000231672.2	3056.78	94.00	102.00	49.00	43.00
ENSG00000231683.2	3384.52	18.00	32.00	177.00	190.84
ENSG00000231684.2	334.00	0.00	0.00	2.00	1.00
ENSG00000231686.1	988.00	3.84	1.33	2.82	2.64
ENSG00000231690.2	2318.00	40.00	34.00	45.00	33.00
ENSG00000231697.3	877.00	0.00	2.00	0.00	0.00
ENSG00000231703.2	3280.00	12.00	19.00	20.00	25.00
ENSG00000231704.1	540.00	1.00	0.00	0.00	2.00
ENSG00000231709.1	842.00	4.81	1.00	0.00	1.35
ENSG00000231720.1	579.00	5.00	3.00	3.00	8.00
ENSG00000231721.2	1154.78	130.00	141.00	87.00	101.00
ENSG00000231731.3	709.95	3.00	1.00	8.00	3.00
ENSG00000231734.4	698.98	24.00	12.93	11.58	9.94
ENSG00000231741.2	1468.00	0.00	0.00	1.00	3.00
ENSG00000231742.1	530.85	98.00	59.00	71.00	78.00
ENSG00000231752.1	903.00	16.99	27.00	36.90	38.60
ENSG00000231764.4	3427.89	361.00	330.00	363.00	324.00
ENSG00000231767.2	471.00	30.42	27.70	20.06	33.00
ENSG00000231770.1	1057.80	35.00	36.00	87.00	82.00
ENSG00000231784.4	2382.03	23.00	7.00	9.00	11.00
ENSG00000231789.2	939.00	97.00	104.00	158.00	130.00
ENSG00000231793.4	913.52	2.00	7.00	6.00	4.00
ENSG00000231794.3	1810.00	0.00	0.00	0.00	2.00
ENSG00000231806.2	1164.00	34.00	57.00	83.00	60.00
ENSG00000231816.1	547.00	1.00	1.00	2.00	3.00
ENSG00000231817.3	588.00	0.00	0.00	0.00	1.00
ENSG00000231822.1	735.00	0.00	2.16	1.06	0.00
ENSG00000231826.1	930.35	1.00	4.00	6.00	8.00
ENSG00000231831.1	2764.00	0.00	0.00	0.00	0.00
ENSG00000231840.1	524.50	5.00	2.00	0.00	0.00
ENSG00000231841.1	762.00	0.00	1.00	2.00	2.00
ENSG00000231842.1	583.00	1.00	0.00	4.00	0.00
ENSG00000231852.2	1692.03	129.65	85.97	341.28	303.55
ENSG00000231856.1	569.00	9.00	4.00	3.00	6.00
ENSG00000231864.2	748.00	0.00	1.00	0.00	0.00
ENSG00000231865.1	2472.00	3.00	8.00	3.00	2.00
ENSG00000231871.1	456.00	1.00	1.00	1.00	1.00
ENSG00000231875.1	903.00	0.00	2.00	0.00	0.00
ENSG00000231878.1	252.00	1.00	0.00	0.00	1.00
ENSG00000231880.1	547.00	0.00	3.00	1.00	1.00
ENSG00000231881.1	1608.00	75.00	61.00	18.00	9.00
ENSG00000231882.1	417.00	0.00	0.00	0.00	0.00
ENSG00000231889.3	894.49	171.00	162.00	135.00	166.00
ENSG00000231890.3	745.97	91.00	97.00	98.00	135.00
ENSG00000231903.1	311.00	0.00	0.00	1.00	0.00
ENSG00000231908.1	466.23	27.00	15.00	17.00	14.00
ENSG00000231924.5	1559.91	0.00	0.00	0.00	0.00
ENSG00000231925.7	3662.57	3304.00	2517.00	3423.00	3189.00
ENSG00000231948.2	600.00	493.00	351.00	319.00	273.00
ENSG00000231952.3	915.00	2.09	0.00	1.10	2.06
ENSG00000231969.1	1022.00	26.00	21.00	30.00	21.00
ENSG00000231970.1	548.00	0.00	0.00	0.00	0.00
ENSG00000231976.3	2137.50	0.00	0.00	1.00	0.00
ENSG00000231977.1	542.00	0.00	0.00	0.00	0.00
ENSG00000231989.2	1039.50	0.00	1.03	0.00	2.07
ENSG00000231991.3	1020.00	36.44	22.13	31.23	16.58
ENSG00000231992.1	420.00	0.00	0.00	1.00	1.00
ENSG00000231993.1	457.00	0.00	0.00	0.00	0.00
ENSG00000231995.2	601.00	0.00	0.00	2.12	0.00
ENSG00000231999.2	838.17	1.00	3.00	10.00	2.00
ENSG00000232010.1	523.00	84.00	70.00	51.00	38.00
ENSG00000232024.2	588.00	175.87	161.77	171.05	145.45
ENSG00000232032.1	169.00	1.00	0.00	0.00	1.00
ENSG00000232034.1	717.00	5.00	6.00	2.00	2.00
ENSG00000232040.2	4877.00	168.00	223.00	227.00	250.00
ENSG00000232060.3	602.00	0.00	0.00	0.00	0.00
ENSG00000232063.1	2162.00	1.00	0.00	2.00	0.00
ENSG00000232070.4	1074.07	4.00	5.00	4.00	9.00
ENSG00000232093.1	822.00	13.00	6.00	8.00	15.00
ENSG00000232097.1	356.00	0.00	0.00	0.00	0.00
ENSG00000232098.2	2281.61	222.97	220.00	203.99	184.00
ENSG00000232104.2	524.00	3.00	0.00	1.00	0.00
ENSG00000232110.3	443.33	0.00	0.00	0.00	0.00
ENSG00000232112.3	562.58	1662.00	1674.96	1911.97	1767.00
ENSG00000232116.2	388.00	24.00	23.00	30.00	34.00
ENSG00000232117.1	6852.00	0.00	0.00	0.00	0.00
ENSG00000232119.3	1004.64	451.00	462.00	480.00	525.00
ENSG00000232133.1	1542.00	0.00	1.00	1.00	1.00
ENSG00000232134.1	388.00	0.00	2.00	0.00	0.00
ENSG00000232139.1	467.75	0.00	0.00	0.00	0.00
ENSG00000232150.3	1093.00	8.63	4.41	7.11	8.19
ENSG00000232160.2	3473.00	1.00	2.00	1.00	3.00
ENSG00000232164.1	1679.00	1.00	0.00	0.00	0.00
ENSG00000232176.1	712.00	1.00	2.00	6.00	3.00
ENSG00000232187.1	552.00	6.12	11.31	5.22	11.33
ENSG00000232208.2	352.00	2.00	1.00	1.00	2.00
ENSG00000232224.1	2247.75	14.00	12.00	16.00	8.00
ENSG00000232229.1	3891.00	0.00	0.00	0.00	2.00
ENSG00000232233.1	1832.00	1.03	0.00	1.01	0.00
ENSG00000232237.2	1431.50	0.00	0.00	0.00	0.00
ENSG00000232273.1	532.00	0.00	0.00	1.00	2.00
ENSG00000232274.2	1042.19	286.33	307.68	386.98	379.61
ENSG00000232282.1	938.00	0.00	0.00	0.00	2.00
ENSG00000232283.1	1072.00	1.00	3.00	6.00	0.00
ENSG00000232300.1	2183.00	4.00	6.00	2.00	1.00
ENSG00000232303.2	979.00	3.00	6.00	2.00	5.00
ENSG00000232306.1	563.00	0.00	0.00	1.00	1.00
ENSG00000232311.1	465.00	1.00	0.00	0.00	0.00
ENSG00000232320.5	511.00	6.22	6.36	1.07	3.17
ENSG00000232324.1	555.00	8.00	6.00	6.00	5.00
ENSG00000232334.1	525.00	10.00	9.00	5.00	1.00
ENSG00000232335.1	539.00	0.00	1.00	3.00	2.00
ENSG00000232336.1	470.00	3.00	4.00	2.00	0.00
ENSG00000232346.1	407.00	106.00	141.00	83.00	60.00
ENSG00000232347.1	706.00	0.00	0.00	0.00	0.00
ENSG00000232352.1	338.00	0.00	0.00	1.00	0.00
ENSG00000232372.1	360.00	2.00	0.00	1.00	0.00
ENSG00000232373.2	1137.00	0.00	0.00	0.00	0.00
ENSG00000232387.2	390.00	1.01	3.05	0.00	1.08
ENSG00000232388.2	503.13	1283.00	1146.00	1075.00	986.00
ENSG00000232389.1	1101.00	1.00	0.00	1.00	0.00
ENSG00000232406.2	1589.50	0.00	1.00	1.00	0.00
ENSG00000232411.1	506.00	1.00	1.00	0.00	0.00
ENSG00000232412.1	326.00	1.00	0.00	1.00	0.00
ENSG00000232415.1	532.00	1.00	0.00	9.00	8.00
ENSG00000232433.2	1193.00	0.50	0.00	0.00	1.00
ENSG00000232434.1	2931.00	11.00	3.00	15.00	5.00
ENSG00000232442.1	674.88	105.00	80.00	65.00	67.00
ENSG00000232445.1	705.00	72.00	64.00	61.00	49.00
ENSG00000232450.1	748.00	9.00	10.00	3.00	9.00
ENSG00000232453.1	634.85	11.00	3.00	9.00	10.00
ENSG00000232454.2	351.00	0.00	0.00	0.00	1.00
ENSG00000232456.1	704.00	2.00	0.00	4.00	0.00
ENSG00000232457.3	1052.00	1.00	0.00	0.00	0.00
ENSG00000232460.3	1012.00	3.46	13.36	0.00	10.49
ENSG00000232466.1	372.00	1.00	1.00	0.00	0.00
ENSG00000232472.1	678.00	96.34	96.14	66.70	58.40
ENSG00000232479.2	1296.00	2.00	0.00	0.00	0.00
ENSG00000232485.2	631.15	6.00	4.00	18.00	11.00
ENSG00000232486.1	2434.00	0.00	0.00	1.00	0.00
ENSG00000232489.1	1255.00	0.00	0.00	1.00	1.00
ENSG00000232498.1	396.00	3.00	2.00	4.00	5.00
ENSG00000232499.2	1029.00	4.02	4.10	3.00	3.01
ENSG00000232504.4	783.00	1.00	0.00	0.00	2.00
ENSG00000232526.1	859.00	4.00	0.00	0.00	0.00
ENSG00000232527.3	353.94	183.08	144.43	391.67	375.31
ENSG00000232528.3	863.99	2.00	7.00	6.00	3.00
ENSG00000232531.2	1051.50	1.00	0.00	0.00	0.00
ENSG00000232533.1	648.00	28.00	34.00	56.00	53.00
ENSG00000232545.1	558.00	0.00	3.00	2.00	1.00
ENSG00000232553.3	1294.00	0.00	0.00	0.00	1.00
ENSG00000232559.2	879.39	38.00	35.00	45.00	46.00
ENSG00000232560.2	714.00	34.00	52.00	111.00	98.00
ENSG00000232561.2	2629.00	579.16	617.66	730.79	753.79
ENSG00000232573.1	423.00	213.92	194.04	122.86	86.48
ENSG00000232586.1	1440.00	48.00	43.00	44.00	42.00
ENSG00000232587.1	1385.00	0.00	1.00	0.00	1.00
ENSG00000232593.2	789.61	20.00	31.00	7.00	13.00
ENSG00000232600.2	491.50	2.00	0.00	0.00	0.00
ENSG00000232611.1	3018.00	8.00	21.00	14.00	10.00
ENSG00000232615.4	1075.00	0.00	1.00	0.00	2.02
ENSG00000232618.1	554.00	0.00	1.00	0.00	0.00
ENSG00000232623.1	582.00	0.00	0.00	1.00	0.00
ENSG00000232626.3	817.00	0.00	3.00	0.00	0.00
ENSG00000232637.3	1842.68	163.01	160.17	188.78	151.26
ENSG00000232640.1	403.00	7.00	6.00	3.00	8.00
ENSG00000232645.1	505.00	4.00	1.00	3.00	6.00
ENSG00000232650.1	442.00	0.00	3.00	7.00	17.00
ENSG00000232653.4	1860.49	18.76	0.00	26.43	10.80
ENSG00000232656.3	786.40	0.00	2.00	2.00	0.00
ENSG00000232671.2	513.01	26.00	14.00	29.00	19.00
ENSG00000232677.2	2701.13	9.00	3.00	4.00	2.00
ENSG00000232680.2	1000.00	3.00	2.00	1.00	2.00
ENSG00000232684.1	2192.00	0.00	1.00	4.00	1.00
ENSG00000232686.1	463.00	0.00	1.00	0.00	0.00
ENSG00000232699.2	737.00	0.00	2.00	0.00	0.00
ENSG00000232702.2	226.38	13.95	0.00	12.57	41.41
ENSG00000232710.1	667.00	1.00	0.00	1.00	2.00
ENSG00000232713.2	401.00	5.00	5.00	10.00	1.00
ENSG00000232715.1	394.00	1.00	1.00	1.00	2.00
ENSG00000232724.1	2848.00	0.00	0.00	2.00	0.00
ENSG00000232727.2	763.00	0.00	0.00	0.00	0.00
ENSG00000232732.5	587.76	0.00	1.00	0.00	0.00
ENSG00000232742.2	589.50	0.00	0.00	0.00	0.00
ENSG00000232745.2	1746.00	0.00	4.34	1.01	0.00
ENSG00000232767.1	778.00	0.00	2.00	2.00	1.00
ENSG00000232774.3	1312.00	1.00	0.00	5.00	4.00
ENSG00000232788.1	598.69	1.00	2.00	6.00	2.00
ENSG00000232803.1	1040.31	68.00	59.00	99.00	96.00
ENSG00000232807.2	974.12	2.00	3.00	0.00	3.00
ENSG00000232810.3	1676.00	1.00	0.00	1.00	4.00
ENSG00000232815.1	715.00	0.00	0.00	1.00	0.00
ENSG00000232818.2	892.00	36.00	23.00	42.00	33.00
ENSG00000232828.1	925.00	1.00	1.00	2.00	2.00
ENSG00000232833.4	1506.00	45.40	52.41	18.86	22.36
ENSG00000232838.3	1141.00	623.75	557.90	619.96	586.05
ENSG00000232842.2	988.00	0.00	1.00	0.00	1.00
ENSG00000232850.1	696.00	0.00	0.00	1.00	2.00
ENSG00000232855.2	3717.00	3.00	1.00	6.00	7.00
ENSG00000232859.5	1321.96	10.00	11.00	41.00	27.00
ENSG00000232860.3	2220.00	2.00	1.00	0.00	1.00
ENSG00000232862.4	617.00	0.00	0.00	1.00	0.00
ENSG00000232872.2	2404.00	15.00	14.00	18.00	27.00
ENSG00000232874.1	430.00	4.00	1.00	1.00	0.00
ENSG00000232876.1	790.00	0.00	1.00	5.00	3.00
ENSG00000232882.1	621.00	2.38	0.00	1.45	11.25
ENSG00000232884.3	1270.00	0.00	0.00	0.00	0.00
ENSG00000232888.3	484.00	7.49	8.00	6.15	7.14
ENSG00000232901.1	294.00	0.00	0.00	1.00	1.00
ENSG00000232906.1	1243.00	2.00	3.00	2.00	1.00
ENSG00000232907.3	595.56	29.00	27.00	19.00	23.00
ENSG00000232915.1	1253.00	2.00	0.00	0.00	0.00
ENSG00000232931.1	2351.00	135.10	120.88	98.69	114.79
ENSG00000232936.1	504.00	0.00	0.00	0.00	0.00
ENSG00000232938.2	883.25	15.43	18.23	36.81	30.11
ENSG00000232940.1	685.05	2.00	1.00	1.00	6.00
ENSG00000232946.1	331.00	1.00	0.00	0.00	2.00
ENSG00000232952.1	1779.00	0.00	0.00	0.00	0.00
ENSG00000232953.1	1928.00	0.00	2.00	0.00	0.00
ENSG00000232956.4	3116.00	4.00	0.00	0.00	2.00
ENSG00000232973.7	639.77	0.00	0.00	1.00	0.00
ENSG00000232977.2	1372.33	0.00	1.00	0.00	0.00
ENSG00000232987.1	722.00	6.00	17.00	3.00	3.00
ENSG00000232994.1	741.00	0.00	0.00	0.00	0.00
ENSG00000232995.3	938.38	19.50	26.90	40.26	24.02
ENSG00000233005.1	496.00	1.00	1.00	2.00	0.00
ENSG00000233006.2	689.32	22.00	26.00	22.00	12.00
ENSG00000233009.1	2846.00	4.00	0.00	8.00	3.00
ENSG00000233013.4	1795.00	16.65	0.00	13.60	15.92
ENSG00000233016.2	470.77	725.00	535.00	295.00	286.00
ENSG00000233024.3	1055.25	1482.42	1335.57	1504.94	522.61
ENSG00000233025.1	947.00	0.00	0.00	0.00	0.00
ENSG00000233038.1	4302.00	1.00	1.00	2.00	3.00
ENSG00000233048.1	3033.00	1.00	0.00	1.00	0.00
ENSG00000233056.1	2790.00	14.00	12.00	11.00	8.00
ENSG00000233058.1	2680.00	6.00	10.00	16.00	24.00
ENSG00000233073.1	683.50	0.00	0.00	0.00	0.00
ENSG00000233077.1	2250.00	0.00	4.00	1.00	4.00
ENSG00000233080.2	648.00	3.00	4.00	6.00	1.00
ENSG00000233081.1	474.00	0.00	0.00	3.00	2.00
ENSG00000233084.2	463.00	0.00	0.00	0.00	0.00
ENSG00000233085.1	654.00	0.00	2.00	4.00	5.00
ENSG00000233087.4	2214.00	4.19	6.18	4.39	0.00
ENSG00000233098.4	1050.76	460.27	484.58	357.55	354.37
ENSG00000233111.1	606.00	0.00	0.00	0.00	0.00
ENSG00000233122.1	2436.00	0.00	0.00	1.00	3.00
ENSG00000233131.1	393.00	1.00	1.00	0.00	0.00
ENSG00000233137.2	3528.60	1690.00	1724.00	1500.00	1498.00
ENSG00000233154.1	506.65	2.00	7.00	4.00	4.00
ENSG00000233155.1	321.00	0.00	1.00	0.00	0.00
ENSG00000233170.3	668.00	0.00	0.00	0.00	0.00
ENSG00000233175.2	1190.00	0.00	0.00	0.00	0.00
ENSG00000233178.3	2663.00	10.00	11.00	9.00	5.00
ENSG00000233184.2	1161.38	27.00	20.00	25.00	24.00
ENSG00000233198.2	1503.00	0.00	0.00	0.00	0.00
ENSG00000233203.2	443.00	0.00	0.00	1.00	0.00
ENSG00000233205.1	427.00	2.07	1.06	4.55	5.33
ENSG00000233218.1	547.00	62.00	47.00	96.00	77.00
ENSG00000233220.3	1419.00	0.00	1.00	1.00	1.00
ENSG00000233223.2	365.76	19.00	16.00	21.00	13.00
ENSG00000233224.1	487.00	12.00	4.00	10.00	12.00
ENSG00000233225.2	1148.00	3.41	1.08	8.48	4.51
ENSG00000233229.1	852.00	0.00	0.00	0.00	0.00
ENSG00000233230.1	505.69	1.00	2.00	7.00	4.00
ENSG00000233232.2	1406.00	0.00	0.00	1.92	0.00
ENSG00000233242.2	1314.00	0.00	0.00	1.00	4.00
ENSG00000233246.1	490.00	0.00	0.00	0.00	1.00
ENSG00000233247.2	1059.01	4.12	4.16	5.15	5.22
ENSG00000233255.1	567.00	21.00	22.00	20.00	17.00
ENSG00000233264.2	1469.00	3.00	1.00	0.00	1.00
ENSG00000233266.1	427.00	5.00	6.00	2.00	2.00
ENSG00000233270.1	279.00	12.11	23.61	11.56	16.01
ENSG00000233276.2	1145.29	1122.01	754.97	1633.83	1483.34
ENSG00000233280.2	4261.00	115.00	115.00	136.00	127.00
ENSG00000233293.1	469.00	9.00	13.00	7.00	8.00
ENSG00000233296.1	1943.00	1.00	1.00	1.00	3.00
ENSG00000233297.4	1199.00	3.17	0.00	1.50	0.00
ENSG00000233324.1	1267.00	0.00	1.00	0.00	2.00
ENSG00000233325.3	347.00	0.00	1.00	1.00	1.00
ENSG00000233327.6	539.00	0.00	0.00	0.00	1.00
ENSG00000233328.3	423.00	0.00	0.00	0.00	0.00
ENSG00000233347.1	706.00	1.00	2.00	2.00	0.00
ENSG00000233351.1	391.00	2.00	1.00	0.00	0.00
ENSG00000233360.4	1945.00	0.00	0.00	0.00	0.00
ENSG00000233368.2	558.00	7.19	6.83	3.21	8.99
ENSG00000233369.3	2343.61	1682.57	1604.84	1756.67	1683.15
ENSG00000233376.1	403.00	0.00	3.00	0.00	1.00
ENSG00000233382.5	1013.91	26.00	26.00	45.00	36.00
ENSG00000233392.1	1210.64	260.00	216.00	362.00	354.00
ENSG00000233396.3	1930.94	59.00	95.59	116.00	124.85
ENSG00000233404.2	2196.00	803.91	693.54	601.36	537.99
ENSG00000233419.2	364.50	1.00	0.00	0.00	0.00
ENSG00000233421.3	1548.00	0.00	1.00	1.20	1.00
ENSG00000233426.2	1035.64	206.22	231.13	96.28	78.66
ENSG00000233427.1	1085.00	5.00	1.00	6.00	4.00
ENSG00000233429.5	643.62	6.00	1.00	6.00	3.00
ENSG00000233435.1	809.00	11.74	4.97	6.35	3.23
ENSG00000233438.1	825.00	0.00	0.00	0.00	1.00
ENSG00000233441.2	1073.00	1.00	1.00	1.00	0.00
ENSG00000233452.2	1240.56	6.00	9.00	4.00	5.00
ENSG00000233461.1	460.26	59.00	76.00	77.00	66.00
ENSG00000233469.1	499.00	0.00	0.00	0.00	0.00
ENSG00000233476.2	1384.00	275.59	278.77	247.08	193.96
ENSG00000233483.2	393.00	1.00	1.00	1.00	3.00
ENSG00000233487.6	682.03	10.00	8.00	3.00	6.00
ENSG00000233509.2	623.00	0.00	0.00	1.00	0.00
ENSG00000233514.1	360.00	1.13	1.00	1.02	2.00
ENSG00000233517.1	578.00	0.00	0.00	0.00	0.00
ENSG00000233522.1	2031.00	3.79	1.86	0.00	0.00
ENSG00000233527.4	934.47	31.00	22.00	30.00	24.00
ENSG00000233547.1	460.00	0.00	3.00	0.00	0.00
ENSG00000233554.1	843.00	11.00	3.00	10.00	9.00
ENSG00000233558.1	623.00	11.00	2.00	4.00	9.00
ENSG00000233559.1	1616.00	96.00	129.00	98.00	73.00
ENSG00000233560.2	1433.00	0.00	0.00	0.00	1.00
ENSG00000233569.1	1299.00	0.00	0.00	0.00	1.00
ENSG00000233579.1	1451.00	0.00	0.00	0.00	1.00
ENSG00000233585.1	978.00	3.00	2.00	0.00	1.00
ENSG00000233588.1	1499.00	11.09	11.07	8.05	9.08
ENSG00000233589.1	960.00	0.00	0.00	0.00	0.00
ENSG00000233593.2	1247.49	225.00	247.00	224.00	192.00
ENSG00000233597.3	576.00	1.00	0.00	0.00	1.00
ENSG00000233602.1	619.00	1.00	1.00	1.00	0.00
ENSG00000233608.2	1176.00	0.00	0.00	0.00	0.00
ENSG00000233609.3	722.00	0.00	0.00	0.00	3.00
ENSG00000233610.1	962.00	1.00	3.00	0.00	1.00
ENSG00000233621.1	1395.00	26.00	19.00	76.00	66.00
ENSG00000233623.2	680.00	0.00	0.00	0.00	0.00
ENSG00000233631.2	325.00	23.71	0.00	10.03	3.00
ENSG00000233643.2	510.00	0.00	0.00	0.00	0.00
ENSG00000233647.2	466.00	0.00	0.00	0.00	0.00
ENSG00000233672.2	620.00	1.00	1.00	0.00	2.00
ENSG00000233673.2	2149.00	16.78	7.26	15.59	5.12
ENSG00000233690.1	543.00	2.00	2.00	3.00	1.00
ENSG00000233711.1	343.00	2.00	4.00	1.00	1.00
ENSG00000233716.1	1125.00	0.00	0.00	0.00	0.00
ENSG00000233721.1	719.00	0.00	0.00	0.00	1.00
ENSG00000233746.1	1896.00	0.00	0.00	0.00	0.00
ENSG00000233754.1	788.00	5.00	1.00	1.00	4.00
ENSG00000233757.2	1032.00	0.00	0.00	0.00	1.00
ENSG00000233762.2	484.00	22.67	18.54	12.80	14.65
ENSG00000233766.3	548.17	12.00	14.00	24.00	13.00
ENSG00000233775.1	687.00	9.00	10.00	9.00	5.00
ENSG00000233785.1	672.00	18.00	15.00	33.00	20.00
ENSG00000233791.1	2539.00	0.00	0.00	3.00	1.00
ENSG00000233806.3	573.00	0.00	1.00	2.00	1.00
ENSG00000233812.2	1386.00	1.00	0.00	0.00	1.00
ENSG00000233817.1	3043.00	2.00	1.00	7.00	6.00
ENSG00000233818.1	649.00	0.00	0.00	0.00	1.00
ENSG00000233822.3	1937.56	134.00	139.00	180.00	168.00
ENSG00000233830.2	687.00	14.41	10.57	4.67	5.74
ENSG00000233834.2	667.00	0.00	1.00	1.00	1.00
ENSG00000233839.1	410.00	0.00	1.00	1.00	1.00
ENSG00000233846.2	487.00	1.01	0.00	1.02	0.00
ENSG00000233852.1	405.00	1.00	0.00	0.00	0.00
ENSG00000233859.1	1104.00	8.03	11.00	11.03	15.05
ENSG00000233862.1	3563.00	1.00	0.00	3.00	2.00
ENSG00000233864.3	2047.22	296.00	298.00	214.00	174.00
ENSG00000233868.1	390.00	1.45	1.30	0.00	0.00
ENSG00000233871.1	487.00	2.00	3.00	5.00	2.00
ENSG00000233878.1	2698.00	0.00	2.00	0.00	0.00
ENSG00000233885.3	1456.33	0.00	0.00	1.00	0.00
ENSG00000233892.1	1203.00	6.00	4.00	2.00	1.00
ENSG00000233895.1	438.66	6.00	12.00	16.00	11.00
ENSG00000233901.1	681.36	18.00	7.00	23.00	25.00
ENSG00000233903.2	545.00	2.00	7.00	14.00	11.00
ENSG00000233912.1	672.00	8.00	10.00	14.00	11.00
ENSG00000233913.6	743.00	46.79	54.92	32.12	28.92
ENSG00000233916.1	423.00	2.00	3.00	0.00	0.00
ENSG00000233922.1	674.00	7.00	11.00	16.00	11.00
ENSG00000233924.1	875.00	0.00	0.00	0.00	0.00
ENSG00000233926.1	998.50	0.00	0.00	0.00	0.00
ENSG00000233927.4	1314.13	6006.29	3332.30	2495.94	1850.00
ENSG00000233930.3	2265.00	1.00	4.00	1.00	1.00
ENSG00000233937.2	815.45	140.23	141.90	122.53	108.10
ENSG00000233942.1	534.00	2.00	2.00	8.00	2.00
ENSG00000233954.4	515.99	166.09	170.00	109.37	100.00
ENSG00000233956.1	499.00	0.00	0.00	0.00	0.00
ENSG00000233961.1	457.00	2.02	4.05	3.08	2.07
ENSG00000233966.1	669.00	2.30	3.31	1.14	3.33
ENSG00000233967.2	537.99	7.00	6.00	4.00	6.00
ENSG00000233977.1	939.00	0.00	0.00	0.00	0.00
ENSG00000233984.1	359.00	0.00	1.00	0.00	0.00
ENSG00000233994.2	608.00	0.00	2.05	1.02	1.02
ENSG00000234005.3	413.00	0.00	1.00	0.00	0.00
ENSG00000234006.1	485.00	0.00	0.00	0.00	0.00
ENSG00000234007.1	1269.00	0.00	2.00	1.00	2.00
ENSG00000234009.1	891.00	8.06	7.05	8.04	6.14
ENSG00000234011.2	514.00	0.00	1.08	1.47	0.66
ENSG00000234028.3	2267.32	97.00	93.00	122.00	108.00
ENSG00000234030.1	451.00	2.00	0.00	0.00	1.00
ENSG00000234038.2	525.00	0.00	0.00	2.00	0.00
ENSG00000234043.3	745.00	2.00	7.00	10.00	25.00
ENSG00000234062.3	2222.00	2.00	2.00	4.00	4.00
ENSG00000234072.1	1996.66	685.00	605.93	635.00	723.69
ENSG00000234093.2	385.00	2.18	1.04	0.00	2.00
ENSG00000234106.3	349.00	0.00	0.00	0.00	0.00
ENSG00000234123.1	1941.00	0.00	0.00	0.00	0.00
ENSG00000234127.4	2875.83	1105.00	1011.00	1306.00	1217.00
ENSG00000234129.3	792.67	10.00	14.00	4.00	3.00
ENSG00000234130.2	2796.00	1.00	2.00	0.00	0.00
ENSG00000234145.1	1147.00	0.00	0.00	0.00	0.00
ENSG00000234147.1	453.00	37.00	34.00	56.00	56.00
ENSG00000234155.1	2513.00	76.00	89.00	140.00	161.00
ENSG00000234160.1	289.00	5.00	12.00	7.00	6.00
ENSG00000234171.1	961.15	134.00	142.00	217.00	206.00
ENSG00000234174.1	559.00	4.00	0.00	1.00	2.00
ENSG00000234199.2	844.00	6.00	5.00	22.00	22.00
ENSG00000234203.1	439.00	3.00	2.00	2.00	2.00
ENSG00000234215.2	691.00	0.00	0.00	0.00	0.00
ENSG00000234219.1	680.00	0.00	2.00	0.00	0.00
ENSG00000234222.2	692.00	0.00	0.00	0.00	1.00
ENSG00000234225.2	611.50	1.00	0.28	0.00	0.00
ENSG00000234231.2	1198.03	241.95	323.13	239.94	227.73
ENSG00000234235.1	643.00	6.00	9.00	7.00	6.00
ENSG00000234241.1	1683.00	2.01	3.00	1.01	2.01
ENSG00000234245.2	492.00	4.29	0.00	3.00	7.00
ENSG00000234264.1	1247.00	1.00	0.00	0.00	0.00
ENSG00000234278.2	1730.50	0.00	0.00	0.20	0.00
ENSG00000234284.2	2505.64	31.00	33.00	37.00	40.00
ENSG00000234287.1	255.00	10.69	7.74	11.94	16.26
ENSG00000234290.2	3730.00	0.00	1.00	2.00	0.00
ENSG00000234297.2	996.00	2.00	0.00	0.00	0.00
ENSG00000234311.1	1013.00	0.00	0.00	0.00	1.00
ENSG00000234315.1	453.00	1.00	0.00	0.00	0.00
ENSG00000234322.1	1027.00	1.96	3.33	5.00	3.99
ENSG00000234327.3	474.00	8.00	12.00	15.00	19.00
ENSG00000234329.1	788.00	4.00	4.00	8.00	3.00
ENSG00000234335.1	772.00	2.00	2.00	2.00	0.00
ENSG00000234337.3	739.00	1.06	1.00	0.00	2.00
ENSG00000234345.2	1048.00	0.00	0.00	0.00	0.00
ENSG00000234350.1	2026.00	0.00	1.00	2.00	2.00
ENSG00000234353.2	906.00	10.49	33.97	0.00	19.28
ENSG00000234354.2	394.00	0.00	0.00	0.00	0.00
ENSG00000234358.1	767.00	0.00	0.00	0.00	3.00
