symbol	length	Control_D0	Control_D1	ADAR_D0	ADAR_D1
ENSG00000256464.1	713.00	3.00	5.00	1.00	0.00
ENSG00000256500.5	2505.00	128.40	134.55	48.09	88.85
ENSG00000256514.1	711.00	70.39	46.63	0.00	34.34
ENSG00000256525.2	1079.54	225.00	216.00	197.00	175.00
ENSG00000256528.1	1985.00	6.42	17.27	17.06	20.88
ENSG00000256533.1	1060.00	3.00	2.00	0.00	2.00
ENSG00000256537.1	202.00	0.00	8.00	1.00	2.00
ENSG00000256538.1	794.00	0.00	0.00	0.00	0.00
ENSG00000256545.1	1972.00	44.25	0.00	85.87	22.77
ENSG00000256546.1	775.85	18.00	18.00	15.00	10.00
ENSG00000256552.2	494.50	0.00	0.00	0.00	0.00
ENSG00000256566.1	823.00	16.59	20.41	13.00	13.11
ENSG00000256574.2	1759.33	0.00	1.00	0.00	0.00
ENSG00000256576.1	1477.00	0.00	0.00	0.00	0.00
ENSG00000256579.1	360.00	0.00	0.00	0.00	1.00
ENSG00000256588.1	630.00	0.00	1.00	1.00	0.00
ENSG00000256591.1	601.45	229.61	225.50	175.78	174.74
ENSG00000256594.3	1557.24	89.00	87.00	65.00	47.00
ENSG00000256599.1	1580.00	0.00	0.00	0.00	0.00
ENSG00000256603.1	586.00	0.00	0.00	0.00	0.00
ENSG00000256604.1	916.00	1.00	0.00	0.00	4.00
ENSG00000256612.3	2956.00	0.00	0.00	0.00	1.00
ENSG00000256616.2	1450.00	7.45	0.00	0.00	2.10
ENSG00000256625.1	983.00	0.00	0.00	1.03	1.00
ENSG00000256628.2	2743.00	22.00	14.00	7.00	14.00
ENSG00000256646.3	2309.73	159.15	142.21	77.02	96.83
ENSG00000256651.1	943.00	2.00	7.00	6.00	4.00
ENSG00000256663.1	1423.00	33.41	47.46	50.51	88.10
ENSG00000256664.1	439.00	136.59	147.78	165.40	170.78
ENSG00000256667.2	1714.76	47.00	34.00	42.00	32.00
ENSG00000256671.5	957.00	0.00	0.00	0.00	1.33
ENSG00000256673.1	400.00	1.93	0.00	4.80	0.00
ENSG00000256682.1	940.00	1.20	3.27	1.00	1.00
ENSG00000256683.2	2158.90	130.00	120.00	114.00	121.00
ENSG00000256690.1	561.00	1.00	0.00	0.00	0.00
ENSG00000256712.1	385.00	1.00	3.00	2.00	1.00
ENSG00000256720.1	508.00	0.00	0.00	1.00	0.00
ENSG00000256731.1	1232.00	1.00	1.00	1.00	1.00
ENSG00000256742.1	544.00	15.00	10.00	3.00	5.00
ENSG00000256745.1	549.00	2.06	2.04	4.14	2.04
ENSG00000256747.1	679.00	0.00	0.00	0.00	2.00
ENSG00000256771.2	1804.90	255.00	245.00	321.00	293.00
ENSG00000256786.1	651.00	1.04	0.00	0.00	0.00
ENSG00000256802.2	2530.00	1.00	0.00	1.00	3.00
ENSG00000256806.1	1557.00	100.96	80.36	134.80	98.83
ENSG00000256812.1	1016.00	1.00	1.00	1.00	0.00
ENSG00000256824.1	601.50	0.00	0.00	0.00	0.00
ENSG00000256845.1	1911.00	1.00	1.00	0.00	1.00
ENSG00000256861.1	2748.00	0.00	0.00	14.79	0.00
ENSG00000256863.1	448.00	1.00	0.00	0.00	2.00
ENSG00000256885.1	654.00	0.00	1.00	0.00	0.00
ENSG00000256894.1	501.00	1.00	0.00	0.00	0.00
ENSG00000256902.1	536.00	0.00	0.00	0.00	0.00
ENSG00000256913.1	2494.00	0.00	1.00	1.00	2.01
ENSG00000256937.1	863.00	0.00	0.00	5.00	0.00
ENSG00000256940.1	431.00	7.00	1.00	0.00	1.00
ENSG00000256950.2	968.50	0.00	1.44	3.45	0.00
ENSG00000256966.2	2999.00	0.00	1.52	2.47	2.90
ENSG00000256967.1	742.63	10.00	8.00	4.00	14.00
ENSG00000256969.1	490.00	0.00	0.00	0.00	0.00
ENSG00000256973.1	738.00	5.00	5.00	6.00	6.00
ENSG00000256977.6	830.20	4.11	3.25	5.29	0.00
ENSG00000256981.1	910.00	1.00	1.00	3.00	0.00
ENSG00000256989.1	764.00	2.70	10.91	6.75	0.97
ENSG00000257017.4	1156.49	7071.86	7037.58	7761.72	8589.58
ENSG00000257023.1	862.00	0.00	0.00	0.00	0.00
ENSG00000257026.1	1279.00	55.98	81.25	69.42	58.65
ENSG00000257027.1	2508.00	66.00	62.00	56.00	52.00
ENSG00000257028.1	1688.00	7.00	12.00	14.00	7.27
ENSG00000257038.1	1695.00	0.00	1.00	0.00	1.00
ENSG00000257052.1	810.00	4.00	2.00	2.00	2.00
ENSG00000257057.1	552.00	0.00	1.00	0.00	0.00
ENSG00000257060.2	870.40	0.00	0.00	0.00	0.00
ENSG00000257073.1	1251.00	14.60	0.00	0.25	90.39
ENSG00000257086.1	853.00	18.00	16.00	8.00	14.00
ENSG00000257088.2	1655.00	0.00	0.00	0.00	0.00
ENSG00000257093.2	7296.00	881.00	822.00	792.00	669.00
ENSG00000257103.4	2722.09	3058.00	3089.00	2852.00	2487.00
ENSG00000257108.1	2097.00	6.00	12.00	5.39	3.00
ENSG00000257122.1	1679.52	140.56	126.72	88.10	110.64
ENSG00000257135.1	1333.05	8.00	9.00	5.00	6.00
ENSG00000257139.1	578.00	4.00	2.00	1.00	3.00
ENSG00000257151.1	4618.00	438.00	402.00	578.00	563.00
ENSG00000257167.2	3357.00	55.00	51.00	42.00	43.00
ENSG00000257175.2	2254.00	2.50	4.00	5.00	2.00
ENSG00000257176.1	2380.00	13.00	12.00	26.00	25.00
ENSG00000257207.4	2393.05	15.34	25.49	23.74	32.08
ENSG00000257210.1	481.00	0.00	0.00	0.00	0.00
ENSG00000257218.1	2042.01	509.00	449.00	475.00	505.00
ENSG00000257219.1	813.00	0.00	0.00	1.00	0.00
ENSG00000257225.1	2791.00	0.00	1.00	5.00	2.26
ENSG00000257227.3	595.00	95.84	131.21	118.26	0.00
ENSG00000257231.1	266.00	0.00	1.00	0.00	0.00
ENSG00000257242.2	1098.70	0.00	0.00	0.00	0.00
ENSG00000257243.1	541.00	1.00	2.00	3.00	2.00
ENSG00000257246.1	754.00	0.00	1.00	0.00	3.00
ENSG00000257252.1	329.00	2.00	1.00	2.00	3.00
ENSG00000257261.1	310.05	10.00	17.00	9.00	4.00
ENSG00000257264.2	380.00	1.20	1.54	0.00	0.00
ENSG00000257267.1	3649.58	449.00	458.00	455.00	411.00
ENSG00000257272.1	601.00	0.00	1.00	2.00	1.00
ENSG00000257279.1	4196.00	8.00	7.00	2.00	1.00
ENSG00000257285.1	572.68	0.00	2.00	0.00	2.00
ENSG00000257298.1	4713.00	2.00	5.00	4.00	2.00
ENSG00000257303.1	415.70	7.00	4.00	2.00	3.00
ENSG00000257307.1	709.00	1.00	4.37	3.00	2.18
ENSG00000257315.1	4250.00	586.63	493.06	355.19	340.88
ENSG00000257322.1	579.00	0.00	0.00	2.00	1.00
ENSG00000257327.1	674.00	1.00	7.00	0.00	0.00
ENSG00000257335.4	4705.14	10.00	10.00	22.00	26.00
ENSG00000257337.2	1437.29	26.00	18.00	20.00	18.00
ENSG00000257341.1	435.00	0.00	0.00	1.82	2.06
ENSG00000257345.2	898.00	127.00	109.00	174.00	150.00
ENSG00000257354.1	555.00	1.00	3.00	2.00	4.00
ENSG00000257355.1	542.00	0.00	1.57	0.00	0.00
ENSG00000257365.3	2798.75	533.65	548.84	489.72	539.00
ENSG00000257366.1	1459.00	0.00	0.00	0.00	0.00
ENSG00000257379.1	1571.00	29.99	59.23	58.52	29.93
ENSG00000257381.2	677.00	28.80	18.46	9.00	18.00
ENSG00000257390.1	1807.00	5.94	2.20	0.00	3.15
ENSG00000257391.1	2118.00	0.00	2.00	0.00	1.00
ENSG00000257408.1	813.00	2.00	3.00	0.00	0.00
ENSG00000257433.1	799.06	7.00	2.00	4.00	2.00
ENSG00000257443.1	555.00	0.00	0.00	0.00	0.00
ENSG00000257446.2	1734.00	15.00	19.56	9.00	10.00
ENSG00000257467.1	789.00	1.00	1.00	0.00	1.00
ENSG00000257475.2	536.00	0.00	0.00	0.00	0.00
ENSG00000257489.2	891.59	38.19	29.69	49.89	45.40
ENSG00000257496.1	562.00	0.00	0.00	0.00	0.00
ENSG00000257497.1	812.00	8.00	13.00	17.00	12.00
ENSG00000257499.2	1244.50	1.30	0.00	1.00	0.00
ENSG00000257509.1	529.00	2.00	1.00	4.00	2.00
ENSG00000257511.1	1005.00	8.00	10.00	13.00	11.00
ENSG00000257512.1	1133.00	22.00	16.00	20.00	11.00
ENSG00000257513.3	978.50	1.12	0.00	0.00	0.00
ENSG00000257524.1	869.82	5.01	1.44	24.17	26.72
ENSG00000257527.1	543.00	0.00	0.00	0.00	0.00
ENSG00000257529.1	572.00	13.49	12.33	4.26	7.47
ENSG00000257534.1	754.00	0.00	1.00	0.00	0.00
ENSG00000257539.2	1805.00	1.00	0.00	1.00	0.00
ENSG00000257542.4	1113.00	0.00	0.00	0.00	0.00
ENSG00000257551.1	563.00	0.00	0.00	0.00	0.00
ENSG00000257557.1	1190.00	4.00	5.00	4.00	2.00
ENSG00000257563.1	1459.00	0.00	0.00	0.00	0.00
ENSG00000257576.1	1702.00	17.25	15.49	7.03	10.56
ENSG00000257591.1	1446.43	32.29	29.28	28.46	22.22
ENSG00000257594.2	5195.61	397.00	301.34	223.63	190.64
ENSG00000257595.2	261.50	0.00	0.00	0.00	0.00
ENSG00000257605.1	637.00	1.00	1.00	1.00	2.00
ENSG00000257607.1	1562.00	3.00	2.00	3.00	6.00
ENSG00000257613.1	629.00	1.00	1.00	0.00	0.00
ENSG00000257621.3	2066.85	554.00	550.96	629.51	508.00
ENSG00000257622.1	535.00	1.00	0.00	0.00	0.00
ENSG00000257660.1	439.00	3.00	0.00	0.00	1.00
ENSG00000257663.1	647.00	2.00	0.00	0.00	0.00
ENSG00000257671.1	1693.00	0.00	0.00	0.00	0.00
ENSG00000257674.1	1650.00	0.00	0.00	0.00	0.00
ENSG00000257681.1	688.43	8.00	5.00	4.00	8.00
ENSG00000257683.1	497.00	1.00	2.00	1.00	2.00
ENSG00000257696.1	418.00	2.00	0.00	0.00	0.00
ENSG00000257698.1	553.42	32.00	26.00	42.00	27.00
ENSG00000257702.3	1997.09	204.00	205.00	134.00	180.00
ENSG00000257704.2	838.00	14.00	12.00	14.00	16.00
ENSG00000257715.1	656.00	0.00	0.00	0.00	0.00
ENSG00000257718.1	526.00	0.00	1.00	0.00	1.00
ENSG00000257727.1	793.13	1151.63	1105.00	951.03	1171.71
ENSG00000257732.1	701.00	1.00	1.00	0.00	0.00
ENSG00000257742.1	5008.00	360.00	274.00	225.00	237.00
ENSG00000257743.4	7867.00	4.00	5.00	20.00	17.00
ENSG00000257752.1	703.00	1.00	1.00	2.00	3.00
ENSG00000257764.2	599.00	2.00	1.00	0.00	0.00
ENSG00000257773.1	1110.00	5.03	7.75	3.82	4.02
ENSG00000257800.1	1994.00	27.00	40.00	44.00	49.00
ENSG00000257803.2	1454.00	1.00	2.00	2.00	2.00
ENSG00000257815.1	551.02	32.00	36.00	16.00	24.00
ENSG00000257817.1	1330.00	0.00	0.00	2.00	2.00
ENSG00000257818.1	1089.00	1.00	2.00	2.00	3.00
ENSG00000257831.1	975.00	0.00	0.00	0.00	0.00
ENSG00000257838.1	1212.00	1.00	0.64	1.33	2.27
ENSG00000257839.1	779.00	3.00	4.00	0.00	1.00
ENSG00000257851.2	1138.00	3.00	3.00	2.00	2.50
ENSG00000257875.1	493.00	0.00	0.00	0.00	0.00
ENSG00000257877.1	569.00	0.00	1.00	0.00	0.00
ENSG00000257878.1	862.00	1.00	2.00	0.00	1.00
ENSG00000257883.1	876.00	0.00	1.00	5.00	11.00
ENSG00000257893.2	1188.00	1.00	1.00	0.00	0.00
ENSG00000257894.1	678.67	0.00	3.00	0.00	0.00
ENSG00000257913.1	1385.01	55.00	55.00	53.00	48.00
ENSG00000257918.1	809.00	1.00	0.00	2.00	0.00
ENSG00000257921.1	369.83	1.94	2.63	0.00	4.17
ENSG00000257923.5	3736.41	878.00	939.00	757.00	837.00
ENSG00000257931.2	532.00	0.00	1.00	0.00	1.00
ENSG00000257941.1	578.00	0.00	0.00	0.00	0.00
ENSG00000257949.2	992.00	65.85	62.06	73.23	100.16
ENSG00000257950.3	5905.00	1.38	1.64	3.67	0.00
ENSG00000257954.1	647.00	1.00	2.00	0.00	1.00
ENSG00000257964.1	570.00	0.00	0.00	1.00	0.00
ENSG00000257977.1	614.00	0.00	0.00	1.36	48.66
ENSG00000257989.1	512.00	1.00	1.00	0.00	3.00
ENSG00000257999.1	641.00	0.00	0.00	2.00	1.00
ENSG00000258010.2	1834.00	1.00	1.00	0.00	0.00
ENSG00000258011.2	324.00	0.00	0.00	0.00	1.00
ENSG00000258016.1	275.00	0.00	0.00	0.00	0.00
ENSG00000258017.1	418.00	4.00	3.00	1.00	1.00
ENSG00000258033.1	1256.00	0.00	0.00	0.00	0.00
ENSG00000258056.1	1274.00	20.00	26.00	21.00	15.00
ENSG00000258057.1	1031.03	2.00	2.00	6.00	3.00
ENSG00000258077.2	730.00	0.00	0.00	0.00	0.00
ENSG00000258082.1	846.00	1.00	1.00	0.00	2.00
ENSG00000258088.1	742.00	0.00	0.00	0.00	0.00
ENSG00000258096.1	627.00	1.00	0.00	0.00	1.00
ENSG00000258099.1	485.00	1.00	1.00	0.00	0.00
ENSG00000258114.1	526.00	0.00	0.00	1.00	0.00
ENSG00000258128.2	1451.00	1.00	0.00	0.00	1.00
ENSG00000258130.3	792.20	0.00	0.50	1.00	0.00
ENSG00000258136.1	1123.50	0.00	0.00	0.00	0.00
ENSG00000258150.1	397.00	0.00	0.50	1.00	1.02
ENSG00000258168.1	1043.57	55.00	43.00	45.00	31.00
ENSG00000258169.1	3722.00	0.00	2.00	0.00	0.00
ENSG00000258199.1	403.00	9.00	6.00	4.00	4.00
ENSG00000258210.1	946.00	28.30	5.02	21.00	13.93
ENSG00000258230.2	438.00	1.00	2.00	2.00	0.00
ENSG00000258232.2	680.00	0.00	0.00	0.00	1.00
ENSG00000258285.1	1053.00	1.00	0.00	0.00	4.00
ENSG00000258289.3	1047.16	431.66	412.38	367.58	357.00
ENSG00000258292.1	393.00	0.00	0.00	1.00	1.00
ENSG00000258297.1	1384.18	104.48	86.87	91.54	65.33
ENSG00000258300.2	384.00	2.00	0.00	1.00	0.00
ENSG00000258301.2	1436.52	86.00	58.00	63.00	68.00
ENSG00000258302.1	854.00	0.00	1.00	0.00	0.00
ENSG00000258303.1	779.00	1.00	0.00	0.00	0.00
ENSG00000258311.1	2542.33	53.39	58.18	111.67	107.87
ENSG00000258315.1	757.24	278.00	246.00	175.00	218.54
ENSG00000258317.1	720.50	0.00	0.00	0.00	0.00
ENSG00000258325.1	411.00	9.00	4.00	7.00	10.00
ENSG00000258354.1	1459.00	0.00	0.00	1.00	0.00
ENSG00000258359.1	511.00	0.00	0.00	3.00	2.00
ENSG00000258365.1	467.69	0.00	5.00	3.00	8.00
ENSG00000258366.3	3082.75	501.81	543.38	517.07	630.09
ENSG00000258377.1	2469.00	0.00	0.00	1.00	1.00
ENSG00000258384.1	1858.00	1.00	1.00	0.00	0.00
ENSG00000258388.3	1473.11	92.97	74.53	85.60	83.15
ENSG00000258404.1	454.00	0.00	1.00	1.00	0.00
ENSG00000258405.5	1631.50	3.47	1.00	1.00	0.00
ENSG00000258410.1	572.00	0.00	0.00	2.00	3.00
ENSG00000258414.1	738.00	2.00	0.00	1.00	0.00
ENSG00000258427.3	525.00	7.00	7.00	4.00	3.00
ENSG00000258429.1	1158.00	20.74	43.87	39.05	38.58
ENSG00000258430.1	663.00	5.00	6.00	6.00	13.00
ENSG00000258441.1	5041.54	233.00	192.00	244.00	247.00
ENSG00000258445.3	618.00	2.00	0.00	1.00	0.00
ENSG00000258446.1	303.00	0.00	0.00	1.00	0.00
ENSG00000258450.1	401.00	1.00	0.00	0.00	0.00
ENSG00000258454.1	520.00	0.00	0.00	0.00	1.00
ENSG00000258457.1	748.68	13.00	19.00	20.00	14.00
ENSG00000258458.1	380.00	2.00	1.00	2.00	3.00
ENSG00000258460.1	447.00	13.00	10.00	16.00	14.00
ENSG00000258461.1	3373.36	34.01	25.58	66.81	61.15
ENSG00000258465.2	1774.50	2.68	0.00	0.00	0.00
ENSG00000258466.1	498.00	1.43	1.50	2.08	1.02
ENSG00000258469.1	588.00	1.00	2.00	2.00	0.00
ENSG00000258472.4	2103.00	28.64	30.67	27.31	27.74
ENSG00000258474.1	550.00	19.00	22.00	7.00	11.00
ENSG00000258479.1	543.50	1.00	0.00	1.00	0.00
ENSG00000258486.2	297.00	897.24	529.08	453.24	1101.20
ENSG00000258498.2	1187.85	1.00	1.00	1.00	0.00
ENSG00000258512.1	639.00	5.00	5.00	4.00	1.00
ENSG00000258525.1	1081.32	2.00	5.00	2.00	5.00
ENSG00000258526.1	857.00	3.00	3.00	2.00	2.00
ENSG00000258527.1	793.00	2.00	3.00	5.00	3.00
ENSG00000258529.1	2940.00	7.25	0.00	0.00	0.00
ENSG00000258534.1	582.00	2.00	2.00	0.00	2.00
ENSG00000258539.1	3422.00	8.10	0.00	21.64	9.91
ENSG00000258545.1	2102.00	6.00	5.00	8.00	5.00
ENSG00000258555.2	6204.00	0.00	10.10	10.29	12.16
ENSG00000258559.2	1367.00	64.36	73.44	51.70	68.99
ENSG00000258561.1	644.67	1.00	0.00	1.00	0.00
ENSG00000258565.1	1130.00	1.00	0.00	0.00	1.00
ENSG00000258568.1	579.00	9.12	11.18	6.08	6.08
ENSG00000258572.1	993.00	4.00	3.00	1.00	4.00
ENSG00000258588.2	2771.00	0.00	2.63	0.00	0.00
ENSG00000258590.1	2007.50	0.00	1.00	0.00	0.00
ENSG00000258591.2	366.00	3.00	1.00	1.00	0.00
ENSG00000258593.2	1045.00	9.00	5.00	7.00	2.00
ENSG00000258597.1	721.00	1.00	0.00	0.00	0.00
ENSG00000258599.2	578.00	0.00	0.00	1.00	0.00
ENSG00000258603.1	514.00	0.00	0.00	1.00	0.00
ENSG00000258604.1	476.44	23.00	15.00	4.00	8.00
ENSG00000258608.1	351.00	1.04	0.00	2.07	1.13
ENSG00000258610.1	721.00	1.23	0.00	0.00	1.31
ENSG00000258612.1	416.00	0.00	0.00	0.00	1.00
ENSG00000258634.2	4216.00	112.00	152.00	134.00	168.00
ENSG00000258640.3	472.00	1.00	0.00	0.00	0.00
ENSG00000258643.1	1051.15	29.52	57.46	49.41	90.39
ENSG00000258644.1	318.00	9.91	0.00	0.00	0.73
ENSG00000258645.2	306.00	6.05	7.05	5.01	3.02
ENSG00000258646.1	489.00	1.00	0.00	0.00	1.00
ENSG00000258651.1	500.00	2.00	4.00	1.00	2.00
ENSG00000258653.3	3695.00	0.00	8.18	4.26	8.59
ENSG00000258655.1	1375.00	44.00	34.00	32.00	25.00
ENSG00000258658.1	399.00	1.00	0.00	1.00	1.00
ENSG00000258659.2	876.21	6.00	8.54	9.00	3.00
ENSG00000258664.1	396.00	31.41	32.55	18.89	12.20
ENSG00000258674.5	1092.42	10.67	6.34	15.75	13.05
ENSG00000258677.2	776.00	15.04	37.64	10.22	13.03
ENSG00000258682.1	576.00	0.00	0.00	0.00	0.00
ENSG00000258692.2	3120.00	0.00	2.00	0.00	0.00
ENSG00000258695.2	519.00	0.00	0.00	0.00	1.00
ENSG00000258700.1	571.00	0.00	0.00	1.00	0.00
ENSG00000258701.1	2518.00	9.00	9.00	20.00	16.00
ENSG00000258702.1	1909.50	0.00	0.00	1.00	0.00
ENSG00000258704.1	577.07	38.00	36.00	27.00	29.00
ENSG00000258708.1	1924.00	38.00	34.00	18.00	23.00
ENSG00000258712.2	1089.00	1.00	0.00	2.00	0.00
ENSG00000258714.2	419.00	0.00	0.00	0.00	0.00
ENSG00000258717.1	722.00	2.00	0.00	0.00	0.00
ENSG00000258724.1	1753.00	0.00	0.00	0.00	0.00
ENSG00000258725.1	925.20	6.00	2.00	8.00	6.00
ENSG00000258727.1	3243.00	35.00	43.00	38.00	47.00
ENSG00000258733.1	736.00	0.00	0.00	0.00	2.00
ENSG00000258735.1	2056.00	2.00	2.00	1.00	0.00
ENSG00000258738.1	2117.00	134.00	117.00	109.00	100.00
ENSG00000258741.2	427.50	1.00	0.00	1.06	0.00
ENSG00000258744.1	698.00	1.00	3.00	5.00	0.00
ENSG00000258768.2	3829.00	21.00	18.00	25.25	48.00
ENSG00000258780.1	1141.00	3.06	2.21	4.00	2.28
ENSG00000258781.2	602.00	0.00	0.00	0.00	0.00
ENSG00000258790.1	3857.00	291.47	302.15	599.89	471.21
ENSG00000258791.3	803.34	4.00	1.00	2.00	2.00
ENSG00000258792.1	511.33	0.00	0.00	0.00	0.00
ENSG00000258793.1	738.00	1.00	0.00	0.00	1.00
ENSG00000258811.1	3254.00	0.00	1.00	3.00	5.00
ENSG00000258813.1	494.00	1.00	0.00	2.00	0.00
ENSG00000258818.2	1578.40	3410.71	3406.22	2207.79	2252.44
ENSG00000258821.1	412.00	6.00	3.00	0.00	3.00
ENSG00000258824.2	550.00	3.00	3.00	0.00	1.00
ENSG00000258830.1	2107.00	0.00	2.35	0.00	0.00
ENSG00000258838.1	3411.00	20.46	4.31	14.07	22.05
ENSG00000258839.2	2908.17	128.41	161.99	156.25	197.66
ENSG00000258857.1	501.00	3.00	1.00	0.00	2.00
ENSG00000258867.1	504.18	122.00	129.00	88.00	74.00
ENSG00000258872.2	1013.00	0.00	0.00	1.00	1.00
ENSG00000258875.1	471.00	0.00	0.00	0.00	1.00
ENSG00000258881.2	4170.00	6.58	7.32	5.46	6.42
ENSG00000258884.1	384.00	0.00	0.00	0.00	0.00
ENSG00000258890.2	1875.85	899.00	826.00	934.00	796.00
ENSG00000258891.1	2008.50	1.14	1.07	2.18	0.00
ENSG00000258896.1	349.00	0.00	0.00	3.00	0.00
ENSG00000258897.1	308.00	1.00	0.00	1.00	0.00
ENSG00000258900.1	766.00	2.00	5.00	5.00	5.00
ENSG00000258904.1	533.00	0.00	0.00	1.00	0.00
ENSG00000258919.1	539.00	1.00	1.00	0.00	0.00
ENSG00000258920.1	1077.00	8.00	6.00	10.00	6.00
ENSG00000258922.1	464.00	0.00	0.00	0.00	0.00
ENSG00000258924.4	1050.00	0.00	0.00	0.00	1.27
ENSG00000258929.2	2301.00	6.00	5.00	4.00	2.00
ENSG00000258938.1	2867.00	6.00	6.00	14.00	15.00
ENSG00000258940.2	1359.00	12.00	6.00	13.00	6.00
ENSG00000258941.2	4320.51	442.92	535.32	260.71	272.20
ENSG00000258944.1	777.00	3.00	2.00	3.00	5.00
ENSG00000258946.1	2460.00	0.00	0.00	0.00	1.00
ENSG00000258947.2	1446.11	1337.44	1360.63	1440.70	2101.26
ENSG00000258957.1	972.33	0.00	0.00	0.00	0.00
ENSG00000258964.1	720.00	11.34	5.08	21.52	14.44
ENSG00000258967.1	300.00	0.00	0.00	0.00	0.00
ENSG00000258976.1	667.00	3.00	1.00	0.00	1.00
ENSG00000258982.1	331.00	1.00	1.00	0.00	0.00
ENSG00000258984.1	1926.50	0.00	0.00	0.00	0.00
ENSG00000258988.1	1266.00	0.00	0.00	0.00	1.00
ENSG00000258989.1	779.00	0.68	0.00	1.00	0.00
ENSG00000258999.1	601.00	0.00	1.00	0.00	1.00
ENSG00000259001.2	333.00	3.00	2.00	4.00	2.00
ENSG00000259005.1	589.00	3.00	2.00	1.00	7.00
ENSG00000259006.1	985.00	2.00	3.00	2.00	3.00
ENSG00000259022.2	372.00	0.00	0.00	2.00	3.00
ENSG00000259024.2	2733.64	261.41	163.88	79.15	185.69
ENSG00000259030.2	5279.70	6.67	6.62	16.73	17.95
ENSG00000259032.2	352.00	4.46	0.00	0.00	1.49
ENSG00000259033.1	448.00	0.00	0.00	0.00	2.00
ENSG00000259039.1	708.00	0.00	0.00	1.00	1.00
ENSG00000259040.3	3030.00	0.00	0.00	0.00	0.00
ENSG00000259049.1	898.00	3.00	0.00	3.00	7.00
ENSG00000259050.2	1090.00	0.00	0.00	0.00	0.00
ENSG00000259051.1	333.00	2.00	6.00	5.00	6.00
ENSG00000259062.1	537.00	0.00	1.00	0.00	0.00
ENSG00000259065.1	555.50	3.00	0.00	0.00	0.00
ENSG00000259066.1	543.00	0.00	0.00	0.00	2.12
ENSG00000259070.1	3644.00	0.00	3.00	2.00	3.00
ENSG00000259071.1	446.00	2.00	0.00	1.00	0.00
ENSG00000259075.2	5436.00	0.00	105.48	56.13	33.69
ENSG00000259078.2	1601.00	0.00	2.00	0.00	0.00
ENSG00000259080.1	1741.00	5.60	4.93	6.21	5.19
ENSG00000259081.1	505.50	1.00	0.00	2.00	0.00
ENSG00000259083.1	530.00	0.00	0.00	1.00	0.00
ENSG00000259086.2	445.00	16.25	8.84	5.92	7.08
ENSG00000259088.1	448.00	2.00	3.00	3.00	2.00
ENSG00000259098.1	711.00	0.00	0.00	0.00	0.00
ENSG00000259108.2	482.00	1.00	0.00	3.00	1.00
ENSG00000259112.1	656.00	0.00	0.00	2.40	0.00
ENSG00000259114.1	1715.00	1.70	0.96	0.00	0.00
ENSG00000259120.2	866.00	9.00	13.00	10.00	11.00
ENSG00000259132.1	835.00	137.19	177.26	202.60	148.90
ENSG00000259135.1	837.00	2.00	2.00	1.00	2.00
ENSG00000259137.1	552.00	0.00	0.00	0.00	1.00
ENSG00000259138.1	367.00	0.00	0.00	0.00	0.00
ENSG00000259146.2	513.00	1.00	1.00	1.00	1.00
ENSG00000259151.2	1390.00	9.00	4.00	2.00	2.00
ENSG00000259153.1	629.00	40.00	41.00	23.00	25.00
ENSG00000259158.1	3034.00	6.00	4.00	5.37	5.00
ENSG00000259159.1	3902.00	0.00	0.00	0.00	0.00
ENSG00000259162.1	622.00	0.00	0.00	0.00	0.00
ENSG00000259171.1	1498.00	1862.03	1743.28	1566.32	1198.46
ENSG00000259172.1	2590.00	7.00	2.00	12.00	9.00
ENSG00000259178.1	462.00	0.00	1.00	0.00	0.00
ENSG00000259205.2	1122.00	8.00	5.00	10.00	4.00
ENSG00000259206.1	785.00	5.98	8.01	3.95	4.63
ENSG00000259207.3	1053.59	7.96	4.70	1.00	5.00
ENSG00000259209.1	498.00	0.00	3.00	1.00	1.00
ENSG00000259219.1	2393.00	0.00	1.00	2.00	0.00
ENSG00000259230.1	1603.00	10.00	8.00	20.00	21.00
ENSG00000259232.2	297.00	0.00	0.00	0.00	0.00
ENSG00000259240.1	561.00	4.00	6.00	2.00	2.00
ENSG00000259243.1	1161.50	6.06	11.63	2.05	0.00
ENSG00000259244.1	492.00	19.90	15.86	20.83	19.62
ENSG00000259246.3	405.00	2.00	2.00	5.00	2.00
ENSG00000259248.1	1655.77	9.00	4.00	5.00	2.00
ENSG00000259251.2	1284.50	0.00	0.00	2.00	0.00
ENSG00000259257.1	625.00	0.00	0.00	1.00	0.00
ENSG00000259264.1	1070.29	3.00	3.00	1.00	4.00
ENSG00000259268.1	615.00	0.00	0.00	0.00	0.00
ENSG00000259275.1	532.00	0.00	0.00	1.00	0.00
ENSG00000259286.3	920.00	0.00	1.00	0.00	0.00
ENSG00000259287.1	447.00	4.00	0.00	1.00	2.00
ENSG00000259291.1	1168.00	9.00	8.00	7.00	12.00
ENSG00000259295.2	5693.05	76.56	68.27	73.63	87.19
ENSG00000259298.1	667.00	0.00	1.00	0.00	0.00
ENSG00000259305.1	1255.00	15.99	49.99	20.76	15.42
ENSG00000259306.2	776.00	11.00	6.00	1.00	4.00
ENSG00000259310.1	785.00	5.98	8.01	3.95	4.63
ENSG00000259315.1	537.00	3.00	5.00	0.00	2.00
ENSG00000259316.3	826.98	14.61	19.00	18.52	12.72
ENSG00000259318.1	294.00	8.00	1.00	2.00	3.00
ENSG00000259319.1	4059.00	14.00	7.00	7.00	6.00
