symbol	length	Control_D0	Control_D1	AGO1_D0	AGO1_D1
ENSG00000261879.1	881.15	2.00	5.00	4.00	9.00
ENSG00000261884.2	5685.00	22.40	16.45	29.89	28.46
ENSG00000261886.1	395.00	0.00	0.00	0.00	0.00
ENSG00000261889.1	748.00	4.00	0.00	0.00	1.00
ENSG00000261915.2	2460.00	3.76	8.14	0.00	0.00
ENSG00000261916.1	512.00	2.00	2.00	2.00	1.00
ENSG00000261924.1	3133.00	1.00	0.00	2.00	1.00
ENSG00000261925.1	1201.00	0.00	0.00	1.00	0.00
ENSG00000261934.1	4605.00	5.64	1.37	1.31	3.73
ENSG00000261959.1	1794.00	4.00	3.00	10.00	13.00
ENSG00000261970.1	367.00	1.00	0.00	1.00	3.00
ENSG00000261971.2	1599.25	29.00	26.00	52.00	61.00
ENSG00000261978.1	415.00	2.00	3.00	0.00	1.00
ENSG00000261996.1	879.00	11.00	7.00	21.00	9.00
ENSG00000261997.1	3828.00	7.00	9.00	25.00	22.00
ENSG00000262001.1	1738.31	178.00	130.00	205.00	269.00
ENSG00000262003.1	820.00	1.00	0.00	0.00	1.00
ENSG00000262026.1	1704.00	0.00	2.00	0.00	1.00
ENSG00000262049.1	1977.00	60.00	64.00	40.00	26.00
ENSG00000262050.1	443.00	2.00	6.00	0.00	0.00
ENSG00000262089.1	343.00	1.00	6.00	6.00	3.00
ENSG00000262094.1	1104.25	0.00	0.00	0.00	0.00
ENSG00000262096.1	2347.00	1.00	0.00	1.00	0.00
ENSG00000262097.1	760.00	0.00	0.00	1.00	1.00
ENSG00000262117.1	744.67	1.00	0.00	0.00	0.00
ENSG00000262119.1	1771.00	0.00	0.00	2.00	0.00
ENSG00000262136.1	592.00	1.00	0.00	0.00	2.00
ENSG00000262140.1	881.00	0.00	0.00	0.00	0.00
ENSG00000262152.2	3385.00	0.00	0.00	0.00	1.00
ENSG00000262155.1	1875.00	4.00	5.00	6.00	8.00
ENSG00000262160.1	3177.00	123.00	100.00	201.00	263.00
ENSG00000262165.1	562.00	3.00	0.00	1.00	1.00
ENSG00000262172.1	443.00	0.00	1.00	1.00	0.00
ENSG00000262179.2	817.00	2.00	2.00	2.00	2.00
ENSG00000262180.1	884.00	2.00	3.00	4.00	10.00
ENSG00000262185.1	1394.00	1.00	3.00	2.00	0.00
ENSG00000262188.1	1040.00	0.00	0.00	0.00	0.00
ENSG00000262194.1	518.00	8.00	13.00	14.00	12.00
ENSG00000262209.1	4727.00	12.50	13.50	16.88	27.12
ENSG00000262222.1	2147.00	1.00	2.00	4.00	0.00
ENSG00000262227.1	551.00	10.00	6.00	10.00	10.00
ENSG00000262228.1	1755.00	0.09	0.07	0.03	0.13
ENSG00000262246.1	1378.54	113.00	137.00	106.00	73.14
ENSG00000262248.1	344.00	0.00	0.00	2.00	1.00
ENSG00000262251.1	1112.00	14.00	10.00	17.00	12.00
ENSG00000262292.2	1486.00	1.00	1.00	2.00	0.00
ENSG00000262294.1	748.00	6.00	7.00	8.00	8.00
ENSG00000262304.1	4208.60	259.76	223.19	216.68	56.55
ENSG00000262319.1	2673.00	0.00	0.00	0.00	0.00
ENSG00000262332.1	542.00	0.00	1.00	1.00	0.00
ENSG00000262333.1	955.00	25.66	21.00	17.00	17.02
ENSG00000262362.1	608.00	0.00	2.00	1.00	1.00
ENSG00000262370.1	894.71	14.00	8.00	10.00	11.00
ENSG00000262380.1	503.00	1.00	0.00	0.00	1.00
ENSG00000262402.1	475.00	0.00	0.00	0.00	0.00
ENSG00000262410.1	642.00	11.00	7.00	10.00	17.00
ENSG00000262412.1	1002.00	1.00	0.00	0.00	1.00
ENSG00000262413.1	522.00	0.00	1.00	0.00	0.00
ENSG00000262420.2	2596.09	6.00	7.00	4.00	2.00
ENSG00000262429.1	474.00	0.00	0.00	1.00	0.00
ENSG00000262434.1	486.00	0.00	0.00	0.00	0.00
ENSG00000262445.3	870.00	19.00	10.00	27.00	19.00
ENSG00000262454.1	378.44	10.00	10.00	7.00	8.00
ENSG00000262468.1	753.00	4.00	5.00	2.00	1.00
ENSG00000262477.1	857.00	1.00	0.00	1.00	0.00
ENSG00000262481.1	1399.00	1.14	0.00	0.00	0.00
ENSG00000262484.1	813.50	1.00	1.00	4.00	0.00
ENSG00000262497.1	713.00	2.00	3.00	1.00	0.00
ENSG00000262514.1	1187.00	6.00	7.00	6.00	0.00
ENSG00000262558.1	913.00	5.00	4.00	4.00	3.00
ENSG00000262560.1	2326.00	2.32	2.99	7.91	4.82
ENSG00000262576.1	4602.00	14.09	12.30	18.38	24.90
ENSG00000262580.1	2418.39	57.00	59.00	80.00	63.00
ENSG00000262585.1	5271.00	4.00	3.00	6.00	5.00
ENSG00000262587.1	574.00	1.00	2.00	0.00	0.00
ENSG00000262601.1	777.00	2.00	4.00	6.00	2.00
ENSG00000262621.2	1773.92	46.96	27.57	19.63	65.33
ENSG00000262633.1	889.00	5.89	5.33	17.23	3.74
ENSG00000262652.1	594.00	9.00	4.00	10.00	10.00
ENSG00000262663.1	504.00	9.00	11.00	4.00	7.00
ENSG00000262664.1	1025.00	144.67	134.85	222.94	213.76
ENSG00000262668.1	629.00	1.00	2.00	1.00	1.00
ENSG00000262678.1	542.00	0.00	1.00	0.00	0.00
ENSG00000262681.2	3370.00	0.00	1.00	0.00	0.00
ENSG00000262686.1	340.00	2.00	1.00	0.00	0.00
ENSG00000262691.1	2677.00	28.00	27.00	26.00	26.00
ENSG00000262712.1	1949.00	15.00	19.00	12.00	7.00
ENSG00000262714.1	2142.00	0.00	0.00	0.00	0.00
ENSG00000262728.1	966.00	6.20	8.11	5.08	6.35
ENSG00000262756.1	1049.00	0.00	0.00	0.00	0.00
ENSG00000262758.1	2107.00	152.00	162.00	160.00	181.00
ENSG00000262766.1	543.00	10.00	10.00	12.00	19.00
ENSG00000262768.1	605.00	0.00	0.00	0.00	1.00
ENSG00000262769.1	730.00	1.00	0.00	1.00	2.00
ENSG00000262772.1	1788.00	16.00	13.00	21.00	16.00
ENSG00000262786.1	1885.00	0.00	0.00	0.00	0.00
ENSG00000262814.2	1028.00	573.00	522.00	512.00	431.00
ENSG00000262823.1	575.00	0.00	0.00	0.00	1.00
ENSG00000262831.1	529.00	0.00	0.00	0.00	0.00
ENSG00000262837.1	416.00	0.00	0.00	0.00	0.00
ENSG00000262873.1	504.04	1.00	2.00	0.00	2.00
ENSG00000262874.1	1318.00	1.00	3.00	0.00	1.00
ENSG00000262877.3	1526.10	3.00	4.00	9.00	9.00
ENSG00000262879.1	655.78	79.00	76.19	72.00	72.74
ENSG00000262880.1	1975.00	57.50	22.35	25.97	15.07
ENSG00000262881.1	759.00	6.00	11.00	10.00	10.00
ENSG00000262888.1	774.00	0.00	0.00	2.00	0.00
ENSG00000262903.1	874.00	7.00	4.00	5.00	3.00
ENSG00000262904.1	1201.00	6.00	2.00	6.00	1.00
ENSG00000262921.1	537.00	1.00	0.00	0.00	1.00
ENSG00000262943.3	1506.11	101.00	88.00	127.00	123.00
ENSG00000262944.1	1914.00	199.00	194.00	250.00	257.00
ENSG00000262951.1	618.00	1.00	1.00	1.00	0.00
ENSG00000262966.2	5672.00	0.00	0.00	2.00	3.00
ENSG00000262979.1	653.00	0.00	1.00	2.00	3.00
ENSG00000262995.1	547.00	3.00	0.00	1.00	0.00
ENSG00000263002.3	2784.93	163.00	126.00	217.00	224.00
ENSG00000263004.1	713.00	4.00	2.00	4.00	4.00
ENSG00000263006.2	1382.34	24.38	10.09	11.17	17.10
ENSG00000263013.1	1159.00	49.00	43.00	48.00	51.00
ENSG00000263020.1	1903.00	95.19	120.15	53.52	25.73
ENSG00000263053.3	568.00	3.00	4.00	2.00	0.00
ENSG00000263063.1	898.00	5.00	3.00	5.00	3.00
ENSG00000263069.1	1386.21	6.00	12.00	10.00	7.00
ENSG00000263072.1	1095.07	96.00	89.00	97.00	85.00
ENSG00000263080.1	617.86	23.00	21.00	14.00	12.00
ENSG00000263096.1	1740.00	2.00	0.00	4.00	2.00
ENSG00000263120.1	2356.00	0.00	0.00	2.00	0.00
ENSG00000263126.1	3907.00	37.29	40.40	48.44	27.94
ENSG00000263136.2	1143.00	262.92	178.50	191.92	118.34
ENSG00000263142.1	1026.79	1.35	2.58	4.77	5.23
ENSG00000263155.1	1461.75	0.00	0.00	2.28	0.00
ENSG00000263179.1	900.00	0.00	1.00	0.00	1.00
ENSG00000263182.1	1886.00	128.43	0.00	90.49	0.00
ENSG00000263198.1	2278.00	3.00	2.00	2.00	3.00
ENSG00000263203.1	1575.00	0.00	0.00	2.85	0.00
ENSG00000263212.2	529.00	0.00	0.00	0.00	0.00
ENSG00000263214.1	1219.00	1.00	5.00	5.00	4.00
ENSG00000263220.1	512.00	0.00	0.00	1.00	1.00
ENSG00000263232.2	1507.00	2.00	1.00	0.00	0.00
ENSG00000263235.1	1068.00	5.00	6.00	2.00	9.00
ENSG00000263237.1	615.00	0.00	0.00	1.00	0.00
ENSG00000263244.1	5941.00	602.00	487.00	571.00	657.00
ENSG00000263272.1	1938.00	7.00	5.00	6.00	7.00
ENSG00000263276.1	3022.00	30.11	29.04	31.09	29.51
ENSG00000263280.1	667.00	7.00	1.00	1.00	1.00
ENSG00000263293.1	505.59	2.00	0.00	0.00	2.00
ENSG00000263307.1	562.00	3.00	1.00	0.00	2.00
ENSG00000263320.1	1189.00	8.00	5.00	17.00	21.00
ENSG00000263327.2	2100.24	83.00	62.00	50.00	58.00
ENSG00000263331.1	405.00	0.00	0.00	0.00	0.00
ENSG00000263335.1	836.00	6.00	4.00	4.00	3.00
ENSG00000263338.1	560.00	0.00	0.00	1.00	2.00
ENSG00000263345.1	644.00	0.00	1.00	0.00	0.00
ENSG00000263350.1	745.00	3.01	1.00	2.00	6.06
ENSG00000263394.1	757.00	0.00	0.00	0.00	1.00
ENSG00000263400.2	606.43	1.00	0.00	1.00	0.00
ENSG00000263412.1	2910.00	6.00	9.00	5.00	7.00
ENSG00000263432.1	295.00	0.00	0.00	0.00	1.00
ENSG00000263443.1	501.00	1.00	2.00	0.00	5.00
ENSG00000263470.1	664.00	6.00	9.00	5.00	8.00
ENSG00000263531.1	831.00	0.00	1.00	2.00	0.00
ENSG00000263535.1	667.00	185.11	139.85	178.81	198.06
ENSG00000263563.1	1459.00	4.02	4.01	4.17	1.12
ENSG00000263567.1	505.00	0.00	0.00	0.00	0.00
ENSG00000263588.1	453.00	0.00	0.00	0.00	0.00
ENSG00000263603.1	789.00	4.00	6.00	1.00	1.00
ENSG00000263606.1	1064.84	7.03	5.00	7.00	7.00
ENSG00000263621.1	297.00	0.00	0.00	1.00	2.00
ENSG00000263647.1	492.00	9.03	12.51	28.19	10.18
ENSG00000263680.2	833.00	0.00	1.00	2.00	0.00
ENSG00000263698.1	1039.00	0.00	2.00	1.00	1.00
ENSG00000263718.2	664.67	0.00	0.00	0.00	0.00
ENSG00000263727.1	268.00	0.00	1.00	1.00	1.00
ENSG00000263731.1	2682.00	29.00	24.00	18.00	20.00
ENSG00000263740.1	294.00	0.00	1.48	0.00	0.00
ENSG00000263753.2	2726.85	564.00	462.00	607.00	668.00
ENSG00000263766.1	456.59	3.00	4.00	0.00	7.00
ENSG00000263786.1	717.00	7.00	6.00	8.00	9.00
ENSG00000263798.1	575.00	2.55	0.00	0.00	3.65
ENSG00000263809.1	3087.00	15.92	9.57	16.13	3.25
ENSG00000263812.1	1507.83	12.00	10.00	23.00	21.00
ENSG00000263823.1	1582.00	5.00	5.00	6.00	3.00
ENSG00000263826.1	2400.00	2.00	2.00	2.00	1.00
ENSG00000263829.1	658.00	0.00	0.00	0.00	1.00
ENSG00000263843.1	2527.00	39.00	43.00	29.00	17.00
ENSG00000263846.1	931.00	1.00	0.00	0.00	0.00
ENSG00000263874.1	2365.00	1.00	4.00	5.00	5.00
ENSG00000263883.1	513.00	0.00	0.00	0.00	1.00
ENSG00000263884.1	2131.00	7.00	4.00	4.00	5.00
ENSG00000263916.1	483.00	1.00	1.00	1.00	0.00
ENSG00000263917.1	565.00	0.00	0.92	0.19	2.20
ENSG00000263934.2	269.77	4.97	7.92	14.50	12.00
ENSG00000263968.1	296.00	2.00	3.00	2.00	2.00
ENSG00000264043.2	2227.00	1.00	1.00	3.00	1.00
ENSG00000264057.1	599.00	0.00	3.00	2.00	2.00
ENSG00000264058.1	2502.00	10.04	4.30	4.35	2.92
ENSG00000264070.1	1059.00	1.00	0.00	2.00	6.00
ENSG00000264083.1	563.00	0.00	1.00	1.00	1.00
ENSG00000264098.1	1940.00	2.00	0.00	1.00	0.00
ENSG00000264107.1	492.00	0.00	0.00	0.00	0.00
ENSG00000264112.1	3942.39	1287.16	1123.10	1696.12	1928.61
ENSG00000264176.1	429.00	0.00	2.00	1.00	1.00
ENSG00000264187.1	1693.00	0.00	0.00	0.00	0.00
ENSG00000264188.1	336.00	0.00	1.00	0.00	1.00
ENSG00000264207.1	1234.00	21.00	10.00	10.00	9.00
ENSG00000264222.1	566.00	1.34	1.81	2.00	1.28
ENSG00000264235.1	879.00	1.00	0.00	1.00	0.00
ENSG00000264242.2	627.00	0.00	1.00	0.00	1.00
ENSG00000264247.1	1876.31	132.00	86.00	133.00	139.00
ENSG00000264278.1	1295.00	0.00	0.00	1.00	0.00
ENSG00000264281.2	399.00	18.34	11.81	5.66	14.72
ENSG00000264290.1	465.00	3.00	2.00	6.00	5.00
ENSG00000264293.1	292.00	0.39	0.00	0.00	0.45
ENSG00000264324.1	5059.00	0.00	5.17	0.00	3.00
ENSG00000264350.1	226.00	3.98	1.98	2.00	4.71
ENSG00000264364.2	6805.00	1899.00	1491.00	1655.00	2006.00
ENSG00000264384.1	303.00	0.00	0.00	0.00	1.00
ENSG00000264424.1	6016.00	0.00	0.00	0.00	1.00
ENSG00000264443.1	1445.00	3.00	5.00	6.00	4.00
ENSG00000264448.2	523.50	0.00	0.00	0.00	0.00
ENSG00000264456.1	1661.00	0.00	0.00	0.00	0.00
ENSG00000264469.1	1284.00	42.00	38.00	37.00	65.00
ENSG00000264501.1	291.00	0.67	0.00	0.00	5.18
ENSG00000264508.1	297.00	1.00	0.00	1.00	1.00
ENSG00000264527.1	1228.00	1.00	0.00	0.00	0.00
ENSG00000264538.2	1042.75	115.84	149.57	129.00	157.19
ENSG00000264546.1	1707.00	0.00	1.00	2.00	2.00
ENSG00000264548.1	2368.00	11.00	11.00	9.00	7.00
ENSG00000264569.1	405.61	3.00	6.00	3.00	2.00
ENSG00000264575.1	1875.00	93.98	88.90	96.68	94.92
ENSG00000264577.1	899.00	0.00	0.00	0.00	1.00
ENSG00000264584.1	297.00	1.00	0.00	2.00	2.00
ENSG00000264596.1	1613.00	1.00	0.00	1.00	0.00
ENSG00000264608.1	458.00	2.00	3.00	5.00	5.00
ENSG00000264635.1	1605.00	15.00	10.00	17.00	34.00
ENSG00000264655.1	487.00	0.00	0.00	0.00	0.00
ENSG00000264660.1	1274.86	18.10	16.28	18.93	27.51
ENSG00000264666.1	425.00	0.00	2.00	0.00	0.00
ENSG00000264668.1	2897.00	5.07	11.18	0.00	23.03
ENSG00000264672.1	792.67	1.00	1.00	1.00	0.00
ENSG00000264735.1	958.00	0.00	0.00	1.00	0.00
ENSG00000264772.2	4554.00	126.72	144.02	127.75	186.25
ENSG00000264801.1	1617.00	1.00	3.00	9.00	7.00
ENSG00000264808.1	762.00	2.00	2.00	4.00	2.00
ENSG00000264812.1	680.00	0.00	0.00	1.00	2.00
ENSG00000264853.1	2790.00	1.00	3.00	5.00	7.00
ENSG00000264859.1	2024.00	0.00	0.00	0.00	1.00
ENSG00000264885.1	1833.00	34.71	20.23	41.01	38.83
ENSG00000264895.1	2170.00	2.00	1.00	4.00	2.00
ENSG00000264920.1	588.08	21.00	39.00	39.00	38.00
ENSG00000264943.1	1082.00	8.00	9.00	10.00	7.00
ENSG00000264964.1	466.00	0.00	1.00	1.00	3.00
ENSG00000264968.1	458.00	4.00	1.00	0.00	0.00
ENSG00000265055.1	541.00	1.00	1.00	0.00	0.00
ENSG00000265073.1	416.50	0.00	1.00	3.00	0.00
ENSG00000265091.1	607.00	1.02	1.10	2.32	1.08
ENSG00000265095.1	449.00	1.00	1.00	3.00	1.00
ENSG00000265096.1	772.87	41.00	38.00	63.00	63.00
ENSG00000265100.1	1310.00	2.00	1.00	0.00	1.00
ENSG00000265121.1	597.00	0.00	2.00	1.00	0.00
ENSG00000265148.1	1795.22	4.00	1.00	3.00	3.00
ENSG00000265150.1	297.00	544.09	1188.25	1893.18	1339.52
ENSG00000265185.2	583.00	1.03	1.08	1.83	2.00
ENSG00000265218.1	490.00	0.00	1.34	0.00	0.00
ENSG00000265222.1	927.00	0.00	1.00	0.00	0.00
ENSG00000265242.1	1664.00	16.00	11.00	12.00	9.00
ENSG00000265254.1	493.00	5.00	4.00	3.00	7.00
ENSG00000265257.1	914.00	0.00	0.00	0.00	0.00
ENSG00000265263.1	1660.00	11.00	5.00	9.00	12.00
ENSG00000265287.2	1083.00	0.00	0.00	0.00	0.00
ENSG00000265303.1	557.00	0.00	0.33	0.00	0.36
ENSG00000265393.1	338.00	0.00	0.00	0.00	0.00
ENSG00000265399.1	1771.00	7.00	1.00	5.00	5.00
ENSG00000265401.1	461.00	4.00	2.00	0.00	0.00
ENSG00000265413.1	2315.00	5.00	10.00	9.00	12.00
ENSG00000265417.1	1105.00	0.00	0.00	0.00	0.00
ENSG00000265451.1	682.00	4.00	3.00	5.00	5.00
ENSG00000265458.1	283.50	0.00	0.00	0.00	0.00
ENSG00000265479.1	1222.00	7.17	13.37	7.78	14.06
ENSG00000265480.1	1386.00	0.00	1.00	0.00	0.00
ENSG00000265500.1	3520.00	5.29	14.55	8.71	0.00
ENSG00000265574.1	1029.00	2.00	1.00	2.00	9.00
ENSG00000265590.5	895.78	123.23	98.65	121.69	117.17
ENSG00000265625.1	1052.00	2.00	0.00	2.00	1.00
ENSG00000265666.1	1790.00	13.00	8.00	9.00	15.00
ENSG00000265681.2	683.05	14143.27	12966.16	12649.04	13951.87
ENSG00000265683.1	727.00	9.00	2.00	3.00	6.00
ENSG00000265688.1	1722.44	27.00	27.00	30.00	21.00
ENSG00000265690.3	1473.00	4.93	3.40	2.06	1.80
ENSG00000265692.1	1810.00	3.00	4.00	1.00	5.00
ENSG00000265713.1	955.00	0.00	0.00	1.00	0.00
ENSG00000265727.1	292.00	0.00	0.00	2.00	1.00
ENSG00000265728.1	855.00	1.00	0.00	1.00	0.00
ENSG00000265778.1	813.00	3.00	2.00	4.00	2.00
ENSG00000265787.1	2279.14	20.00	16.00	37.00	41.00
ENSG00000265798.2	1114.67	1.00	0.00	0.00	0.00
ENSG00000265799.1	535.00	0.00	1.00	1.00	1.00
ENSG00000265800.1	400.00	2.00	7.00	7.00	1.00
ENSG00000265802.1	296.00	0.00	0.00	0.00	0.00
ENSG00000265817.1	1246.06	36.03	32.26	53.37	60.82
ENSG00000265818.1	768.00	0.00	0.00	0.00	0.00
ENSG00000265888.1	553.00	1.00	2.00	0.00	1.00
ENSG00000265933.1	1672.51	18.00	14.00	19.00	26.00
ENSG00000265939.1	510.00	1.00	5.00	5.00	2.00
ENSG00000265943.1	570.00	0.00	1.00	0.00	0.00
ENSG00000265967.1	554.00	0.00	0.00	2.00	1.00
ENSG00000266010.1	1132.16	1.00	1.00	3.00	3.00
ENSG00000266036.1	565.00	0.00	0.00	0.00	0.00
ENSG00000266037.1	297.00	16.03	36.15	48.19	28.13
ENSG00000266040.1	486.00	0.00	1.00	1.00	2.00
ENSG00000266053.2	779.00	8.00	9.00	4.00	3.00
ENSG00000266066.1	3668.00	9.07	13.04	12.02	9.13
ENSG00000266075.1	295.00	0.00	1.00	0.00	0.00
ENSG00000266076.1	1616.00	0.00	4.60	10.70	0.00
ENSG00000266079.2	701.00	5.00	5.00	3.00	2.00
ENSG00000266086.1	711.00	84.90	97.00	113.59	141.06
ENSG00000266088.1	1014.00	2.00	2.00	1.00	3.00
ENSG00000266126.1	366.00	0.00	0.00	1.00	0.00
ENSG00000266145.1	324.00	13.00	8.00	12.99	19.00
ENSG00000266173.1	1525.67	260.00	255.00	271.00	252.00
ENSG00000266176.1	414.00	3.00	1.00	6.00	6.00
ENSG00000266208.1	2094.00	69.00	84.00	77.00	71.00
ENSG00000266236.1	769.00	5.00	4.00	10.00	7.00
ENSG00000266258.1	679.82	9.00	8.00	8.00	19.00
ENSG00000266278.1	2637.00	0.00	1.00	0.00	1.00
ENSG00000266289.1	777.00	2.00	0.00	0.00	0.00
ENSG00000266290.1	6113.00	0.00	0.00	0.00	0.00
ENSG00000266304.1	384.00	35.00	17.00	42.00	54.00
ENSG00000266306.1	1441.00	0.00	0.00	0.00	0.00
ENSG00000266368.1	463.00	0.00	0.00	0.00	0.00
ENSG00000266371.1	2780.00	2.00	0.00	2.00	0.00
ENSG00000266378.1	2140.00	1.00	1.00	6.00	2.00
ENSG00000266385.1	552.00	0.00	1.00	0.00	1.00
ENSG00000266401.1	1455.00	4.00	0.00	1.00	2.00
ENSG00000266402.2	278.00	0.00	0.00	1.00	1.00
ENSG00000266405.2	1429.00	8.00	6.00	6.00	5.00
ENSG00000266413.2	1956.00	0.00	0.00	1.00	1.00
ENSG00000266469.1	860.00	6.00	6.00	8.00	14.00
ENSG00000266473.1	689.00	0.00	0.00	0.00	0.00
ENSG00000266490.1	462.00	15.00	8.00	9.00	12.00
ENSG00000266498.1	686.00	1.00	1.00	1.00	1.00
ENSG00000266501.1	419.00	1.01	0.00	0.00	0.00
ENSG00000266521.1	433.00	0.00	0.00	0.00	0.00
ENSG00000266538.1	317.00	0.00	1.00	3.00	1.00
ENSG00000266578.1	864.00	0.00	0.00	1.00	0.00
ENSG00000266648.1	813.00	1.00	0.00	1.00	1.00
ENSG00000266677.1	1335.50	0.00	0.00	0.00	0.00
ENSG00000266680.1	1404.00	65.00	60.00	58.00	75.00
ENSG00000266709.1	1652.00	334.00	316.00	228.00	300.00
ENSG00000266714.2	883.28	113.00	128.00	147.00	88.00
ENSG00000266728.1	603.00	0.00	4.69	1.75	0.87
ENSG00000266729.1	545.50	0.00	0.00	0.00	0.00
ENSG00000266733.1	1908.04	2.00	1.00	2.00	2.00
ENSG00000266744.1	511.00	0.00	1.00	0.00	1.00
ENSG00000266753.2	1654.00	91.00	77.00	95.00	91.00
ENSG00000266767.1	1057.00	6.00	0.00	1.00	1.00
ENSG00000266777.1	960.38	8.00	6.00	5.00	4.00
ENSG00000266783.1	1049.00	4.00	1.00	1.00	3.00
ENSG00000266801.1	641.00	0.00	1.00	0.00	2.00
ENSG00000266805.1	3485.00	0.00	2.00	0.00	3.00
ENSG00000266820.1	848.00	19.10	9.63	30.18	29.61
ENSG00000266821.1	2927.00	1.00	1.00	2.00	3.00
ENSG00000266844.1	586.00	0.00	0.00	0.00	0.00
ENSG00000266850.1	470.35	1.00	1.00	0.00	2.00
ENSG00000266876.1	1000.00	0.00	0.00	0.00	0.00
ENSG00000266896.1	1630.00	3.00	3.00	4.00	7.00
ENSG00000266897.1	391.00	0.00	1.00	0.00	0.00
ENSG00000266900.1	1603.00	0.00	1.00	0.00	1.00
ENSG00000266903.1	698.84	119.00	101.00	58.00	61.00
ENSG00000266904.1	826.31	17.00	7.00	17.66	23.00
ENSG00000266907.1	2171.00	1.00	1.00	0.00	3.00
ENSG00000266910.1	734.00	9.00	6.00	11.00	7.00
ENSG00000266912.1	1115.00	1.00	0.00	2.00	2.00
ENSG00000266918.1	2262.00	23.00	25.00	35.00	22.00
ENSG00000266921.1	2329.47	13.00	4.00	10.00	10.00
ENSG00000266926.1	534.00	3.00	1.00	0.00	1.00
ENSG00000266927.2	388.00	0.00	1.00	1.00	0.00
ENSG00000266929.1	594.00	0.00	0.00	0.00	0.00
ENSG00000266930.2	497.00	3.00	2.00	0.00	2.00
ENSG00000266932.1	988.00	2.00	0.00	0.00	1.00
ENSG00000266933.1	830.00	2.00	1.00	0.00	0.00
ENSG00000266934.1	716.00	1.00	0.00	0.00	1.00
ENSG00000266935.1	550.00	1.00	0.00	0.00	3.00
ENSG00000266946.1	1337.00	1.00	2.00	0.00	2.00
ENSG00000266947.1	2658.00	2.00	2.00	1.00	4.00
ENSG00000266962.1	2311.00	117.00	144.00	100.00	95.00
ENSG00000266964.1	546.89	102.27	102.51	45.73	74.89
ENSG00000266965.1	1699.00	0.00	1.00	1.00	1.00
ENSG00000266967.2	918.85	145.13	145.16	150.70	163.03
ENSG00000266970.1	633.50	0.00	1.00	0.00	0.00
ENSG00000266972.1	5376.00	0.00	0.00	0.00	1.00
ENSG00000266973.1	566.00	6.00	0.00	4.00	3.00
ENSG00000266976.1	4453.00	1.00	1.00	4.00	1.00
ENSG00000266980.1	890.00	0.00	2.00	1.00	1.00
ENSG00000266992.1	1412.00	4.11	7.96	13.91	5.37
ENSG00000266993.1	884.79	2.00	0.00	6.00	12.00
ENSG00000266998.1	3419.00	1.00	0.00	0.00	0.00
ENSG00000266999.1	2927.00	0.00	0.00	0.00	0.00
ENSG00000267001.1	543.00	26.66	15.00	7.11	3.06
ENSG00000267002.1	1191.00	63.00	80.00	96.00	73.00
ENSG00000267009.2	716.13	8.74	15.82	18.99	9.48
ENSG00000267010.1	2330.00	71.00	51.00	70.00	72.00
ENSG00000267011.1	379.67	0.00	1.00	0.00	0.00
ENSG00000267018.1	1115.00	1.58	9.00	6.00	6.09
ENSG00000267022.1	3766.00	4.03	18.47	21.65	38.40
ENSG00000267030.1	540.00	4.00	8.00	2.00	2.00
ENSG00000267040.2	1456.29	31.93	24.31	37.73	29.73
ENSG00000267041.1	3762.03	77.00	69.00	48.00	39.00
ENSG00000267048.1	559.00	0.00	0.00	1.04	2.00
ENSG00000267051.1	810.00	0.00	0.00	0.00	0.00
ENSG00000267053.2	1125.00	0.00	0.00	0.00	0.00
ENSG00000267056.2	1243.00	34.00	33.00	76.00	93.00
ENSG00000267058.1	1252.83	17.00	14.00	24.01	38.06
ENSG00000267059.2	1002.00	10.75	69.42	16.52	10.80
ENSG00000267060.1	1160.26	25.25	22.66	26.11	26.05
ENSG00000267064.1	1525.00	3.00	9.00	7.00	6.00
ENSG00000267065.1	2270.00	0.00	0.00	0.00	0.00
ENSG00000267067.1	630.00	0.00	1.00	3.00	1.00
ENSG00000267070.1	531.00	0.00	0.00	0.00	0.00
ENSG00000267073.1	343.50	0.00	0.00	0.00	0.00
ENSG00000267076.1	430.00	0.00	0.00	0.00	0.00
ENSG00000267077.1	720.00	0.00	1.00	0.00	0.00
ENSG00000267080.1	1654.49	135.00	104.00	116.00	87.00
ENSG00000267088.1	441.00	0.00	0.00	0.00	1.00
ENSG00000267091.1	1244.00	0.00	0.00	2.00	0.00
ENSG00000267093.1	675.00	1.00	0.00	0.00	0.00
ENSG00000267096.1	802.00	3.00	8.00	4.00	6.00
ENSG00000267100.1	1983.00	146.00	128.00	105.00	88.00
ENSG00000267104.1	1894.50	1.34	0.00	1.56	0.00
ENSG00000267106.1	1174.80	47.00	46.00	35.00	46.00
ENSG00000267119.1	315.00	0.00	2.00	0.00	0.00
ENSG00000267120.3	1925.00	5.35	0.00	0.76	3.63
ENSG00000267121.1	770.71	3.00	1.00	4.00	6.00
ENSG00000267123.1	712.70	10.00	10.00	11.00	8.00
ENSG00000267127.2	814.76	0.00	2.01	4.00	6.00
ENSG00000267128.1	1070.99	3.00	0.00	4.00	3.00
ENSG00000267130.1	404.00	1.00	0.00	0.00	0.00
ENSG00000267140.1	455.00	0.00	0.00	0.00	0.00
ENSG00000267143.1	296.00	6.43	5.57	23.77	23.42
ENSG00000267144.1	566.00	0.00	1.00	0.00	0.00
ENSG00000267151.2	506.00	1.00	0.00	2.00	1.00
ENSG00000267152.1	1360.00	9.00	13.00	15.00	8.00
